InternalId,EpsgNbr,EsriNbr,OracleNbr,MapInfoNbr,OemNbr,Oracle9Nbr,CsMapNbr,CsMapName,CtmxName,AdskName,EpsgName,EsriName,OracleName,MapInfoName,OemName,GeoToolsName,OcrName,OgcName,GeoTiffName,Oracle9Name,LegacyName,CnvrsnName,CnvrsnComment,MaintenanceComment,Quality,UserFlag,RfcnQualifier
4730,4730,0,0,0,0,0,,Santo1965.LL,Santo1965.LL,Santo1965.LL,Santo 1965,,,,,,,,,,,,,,0,0,0
4731,4731,37228,0,0,0,8303,,VITI.LL,VitiLevu16.LL,VITI.LL,Viti Levu 1916,GCS_Viti_Levu_1916,,,,,,,,Longitude / Latitude (Viti Levu 1916),,,,,0,0,0
4732,4732,0,0,0,0,0,,Marshalls1960.LL,Marshall-Islands1960.LL,Marshalls1960.LL,Marshall Islands 1960,,,,,,,,,,,,,,0,0,0
4733,4733,37230,0,0,0,0,,Wake1952.LL,WakeIs52.LL,Wake1952.LL,Wake Island 1952,GCS_Wake_Island_1952,,,,,,,,,,,,,0,0,0
4734,4734,37251,0,0,0,8302,,TRISTAN.LL,TristanAstro68.LL,TRISTAN.LL,Tristan 1968,GCS_Tristan_1968,,,,,,,,Longitude / Latitude (Tristan Astro 1968),,,,,0,0,0
4735,4735,37259,0,0,0,0,,Kusaie1951.LL,Kusaie51.LL,Kusaie1951.LL,Kusaie 1951,GCS_Kusaie_1951,,,,,,,,,,,,,0,0,0
4736,4736,37254,0,0,0,0,,DeceptionIsland.LL,DeceptionIs.LL,DeceptionIsland.LL,Deception Island,GCS_Deception_Island,,,,,,,,,,,,,0,0,0
4737,4737,0,0,0,0,0,,Korean2000.LL,Korean2000.LL,Korean2000.LL,Korea 2000,,,,,,,,,,,,,,0,0,0
4738,4738,37205,0,0,0,8232,,HONGKONG.LL,HongKong63.LL,HONGKONG.LL,Hong Kong 1963,GCS_Hong_Kong_1963,,,,,,,,Longitude / Latitude (Hong Kong 1963),,,,,0,0,0
4739,4739,0,0,0,0,0,,HongKong1963/67.LL,HongKong1963/67.LL,HongKong1963/67.LL,Hong Kong 1963(67),,,,,,,,,,,,,,0,0,0
4740,4740,0,0,0,0,0,,ParametropZemp1990.LL,ParametropZemp1990.LL,ParametropZemp1990.LL,PZ-90,,,,,,,,,,,,,,0,0,0
4741,4741,0,0,0,0,0,,Faroe1954.LL,Faroe1954.LL,,FD54,,,,,,,,,,,,,,0,0,0
4742,4742,0,0,0,0,0,,GDM2000.LL,GDM2000.LL,,GDM2000,,,,,,,,,,,,,,0,0,0
4743,4743,0,0,0,0,0,,Karbala1979/P.LL,Karbala1979/P.LL,Karbala1979/P.LL,Karbala 1979 (Polservice),,,,,,,,,,,,,,0,0,0
4744,4744,0,0,0,0,0,,Nahrwan1934.LL,Nahrwan1934.LL,,Nahrwan 1934,,,,,,,,,,,,,,0,0,0
4745,4745,0,0,0,0,8289,,Rauenberg83.LL,Rauenberg83.LL,,RD/83,,,,,,,,,Longitude / Latitude (Rauenberg),,,,,0,0,0
4746,4746,0,0,0,0,8281,,Potsdam83.LL,Potsdam83.LL,,PD/83,,,,,,,,,Longitude / Latitude (Potsdam),,,,,0,0,0
4747,4747,0,0,0,0,0,,Greenland1996.LL,Greenland1996.LL,Greenland1996.LL,GR96,,,,,,,,,,,,,,0,0,0
4748,4748,0,0,0,0,0,,VanuaLevu1915.LL,VanuaLevu1915.LL,VanuaLevu1915.LL,Vanua Levu 1915,,,,,,,,,,,,,,0,0,0
4749,4749,0,0,0,0,0,,RGN-Caledonie/91-93.LL,RGN-Caledonie/91-93.LL,RGN-Caledonie/91-93.LL,RGNC91-93,,,,,,,,,,,,,,0,0,0
4750,4750,0,0,0,0,0,,ST87/Ouvea.LL,ST87/Ouvea.LL,ST87/Ouvea.LL,ST87 Ouvea,,,,,,,,,,,,,,0,0,0
4751,4751,0,0,0,0,0,,Kertau/RSO.LL,Kertau/RSO.LL,,Kertau (RSO),,,,,,,,,,,,,,0,0,0
4752,4752,0,0,0,0,0,,VitiLevu1912.LL,VitiLevu1912.LL,VitiLevu1912.LL,Viti Levu 1912,,,,,,,,,,,,,,0,0,0
4753,4753,0,0,0,0,0,,FK1989.LL,FK1989.LL,,fk89,,,,,,,,,,,,,,0,0,0
4754,4754,0,0,0,0,0,,Libyan2006.LL,Libyan2006.LL,Libyan2006.LL,LGD2006,,,,,,,,,,,,,,0,0,0
4755,4755,0,0,0,0,0,,Nasional1995.LL,Nasional1995.LL,Nasional1995.LL,DGN95,,,,,,,,,,,,,,0,0,0
4756,4756,0,0,0,0,0,,Vietnam2000.LL,Vietnam2000.LL,,VN-2000,,,,,,,,,,,,,,0,0,0
4801,4801,4801,4801,0,0,0,,Bern1898.LL.Bern,Bern1898.LL.Bern,,Bern 1898 (Bern),GCS_Bern_1898_Bern,Bern 1898 (Bern),,,Bern 1898 (Bern),,,,,,,,,0,0,0
4802,4802,4802,4802,0,0,0,,Bogota75.LL.Bogota,Bogota75.LL.Bogota,,Bogota 1975 (Bogota),GCS_Bogota_Bogota,Bogota 1975 (Bogota),,,Bogota 1975 (Bogota),,,,,,,,,0,0,0
4803,4803,4803,4803,0,0,0,,Lisbon37.LL.Lisbon,Lisbon37.LL.Lisbon,,Lisbon (Lisbon),GCS_Lisbon_Lisbon,Lisbon (Lisbon),,,Lisbon (Lisbon),,,,,,,,,0,0,0
4804,4804,4804,4804,0,0,0,,Makassar.LL.Jakarta,Makassar.LL.Jakarta,,Makassar (Jakarta),GCS_Makassar_Jakarta,Makassar (Jakarta),,,Makassar (Jakarta),,,,,,,,,0,0,0
4805,4805,4805,4805,0,0,0,,MGI.LL.Ferro,MGI.LL.Ferro,MGI-AT/F.LL,MGI (Ferro),GCS_MGI_Ferro,MGI (Ferro),,,MGI (Ferro),,,,,,,,,0,0,0
4806,4806,4806,4806,0,0,0,,MonteMario.LL.Rome,MonteMario.LL.Rome,,Monte Mario (Rome),GCS_Monte_Mario_Rome,Monte Mario (Rome),,,Monte Mario (Rome),,,,,,,,,0,0,0
4807,4807,4807,4807,0,0,8267,,NTF.LL.Paris.Grad,NTF.LL.Paris.Grad,LL-NTF-Grid,NTF (Paris),GCS_NTF_Paris,NTF (Paris),,,NTF (Paris),,,,Longitude / Latitude (NTF with Paris prime meridian),,,,,0,0,0
4808,4808,4808,4808,0,0,0,,Padang1884.LL.Jakarta,Padang1884.LL.Jakarta,,Padang (Jakarta),GCS_Padang_1884_Jakarta,Padang (Jakarta),,,Padang (Jakarta),,,,,,,,,0,0,0
4809,4809,4809,4809,0,0,0,,Belge50.LL.Brussels,Belge50.LL.Brussels,,Belge 1950 (Brussels),GCS_Belge_1950_Brussels,Belge 1950 (Brussels),,,Belge 1950 (Brussels),,,,,,,,,0,0,0
4810,4810,4810,4810,0,0,0,,Tananarive25.LL.Paris,Tananarive25.LL.Paris,,Tananarive (Paris),GCS_Tananarive_1925_Paris,Tananarive (Paris),,,Tananarive (Paris),,,,,,,,,0,0,0
4811,4811,4811,4811,0,0,0,,Voirol1875.LL.Paris.Grd,Voirol1875.LL.Paris.Grad,,Voirol 1875 (Paris),GCS_Voirol_1875_Paris,Voirol 1875 (Paris),,,Voirol 1875 (Paris),,,,,,,,,0,0,0
4813,4813,4813,4813,0,0,0,,Batavia.LL.Jakarta,Batavia.LL.Jakarta,,Batavia (Jakarta),GCS_Batavia_Jakarta,Batavia (Jakarta),,,Batavia (Jakarta),,,,,,,,,0,0,0
4814,4814,4814,4814,0,0,0,,Stockholm38.LL.Sthlm,Stockholm38.LL.Stockholm,,RT38 (Stockholm),GCS_RT38_Stockholm,RT38 (Stockholm),,,RT38 (Stockholm),,,,,,,,,0,0,0
4815,4815,4815,4815,0,0,0,,Greek.LL.Athens,Greek.LL.Athens,,Greek (Athens),GCS_Greek_Athens,Greek (Athens),,,Greek (Athens),,,,,,,,,0,0,0
4816,4816,4816,4816,0,0,8215,,Carthage.LL.Paris.Grad,Carthage.LL.Paris.Grad,,Carthage (Paris),GCS_Carthage_Paris,Carthage (Paris),,,Carthage (Paris),,,,,,,,,0,0,0
4817,4817,4817,4817,0,0,0,,NGO48.LL.Oslo,NGO48.LL.Oslo,,NGO 1948 (Oslo),GCS_NGO_1948_Oslo,NGO 1948 (Oslo),,,NGO 1948 (Oslo),,,,,,,,,0,0,0
4818,4818,4818,4818,0,0,0,,SJTSK.LL.Ferro,SJTSK.LL.Ferro,,S-JTSK (Ferro),GCS_S_JTSK_Ferro,S-JTSK (Ferro),,,S-JTSK (Ferro),,,,,,,,,0,0,0
4819,4819,4819,4819,0,0,0,,NordSahara1959.LL.Paris,NordSahara1959.Paris.LL,,Nord Sahara 1959 (Paris),GCS_Nord_Sahara_1959_Paris,Nord Sahara 1959 (Paris),,,Nord Sahara 1959 (Paris),,,,,,,,,0,0,0
4820,4820,4820,4820,0,0,0,,GunungSegara.LL.Jkrt,GunungSegara.Jakarta.LL,,Segara (Jakarta),GCS_Gunung_Segara_Jakarta,Segara (Jakarta),,,Segara (Jakarta),,,,,,,,,0,0,0
4821,4821,4821,4821,0,0,0,,Voirol1879.LL.Paris,Voirol1879.Paris.LL,,Voirol 1879 (Paris),GCS_Voirol_1879_Paris,Voirol 1879 (Paris),,,,,,,,,,,,0,0,0
4898,4898,0,0,0,0,0,,Nasional1995.LL,Nasional1995.LL,Nasional1995.LL,DGN95,,,,,,,,,,,,,,0,0,0
4900,4900,0,0,0,0,0,,Libyan2006.LL,Libyan2006.LL,Libyan2006.LL,LGD2006,,,,,,,,,,,,,,0,0,0
4901,4901,4901,4901,0,0,0,,ATF.LL.Paris,ATF.LL.Paris,,ATF (Paris),GCS_ATF_Paris,ATF (Paris),,,ATF (Paris),,,,,,,,,0,0,0
4902,4902,4902,4902,0,0,0,,NDG.LL.Paris,NDG.LL.Paris,,NDG (Paris),GCS_Nord_de_Guerre_Paris,NDG (Paris),,,NDG (Paris),,,,,,,,,0,0,0
4903,4903,4903,4903,0,0,0,,Madrid1870.LL.Madrid,Madrid1870.Madrid.LL,,Madrid 1870 (Madrid),GCS_Madrid_1870_Madrid,Madrid 1870 (Madrid),,,Madrid 1870 (Madrid),,,,,,,,,0,0,0
4904,4904,4904,4904,0,0,0,,Lisbon1890.LL.Lisbon,Lisbon1890.Lisbon.LL,,Lisbon 1890 (Lisbon),GCS_Lisbon_1890_Lisbon,Lisbon 1890 (Lisbon),,,Lisbon 1890 (Lisbon),,,,,,,,,0,0,0
4907,4907,0,0,0,0,0,,RGN-Caledonie/91-93.LL,RGN-Caledonie/91-93.LL,RGN-Caledonie/91-93.LL,RGNC91-93,,,,,,,,,,,,,,0,0,0
4909,4909,0,0,0,0,0,,Greenland1996.LL,Greenland1996.LL,Greenland1996.LL,GR96,,,,,,,,,,,,,,0,0,0
4921,4921,0,0,0,0,0,,GDM2000.LL,GDM2000.LL,,GDM2000,,,,,,,,,,,,,,0,0,0
4923,4923,0,0,0,0,0,,ParametropZemp1990.LL,ParametropZemp1990.LL,ParametropZemp1990.LL,PZ-90,,,,,,,,,,,,,,0,0,0
4925,4925,0,0,0,0,0,,Mauritania1999.LL,Mauritania1999.LL,Mauritania1999.LL,Mauritania 1999,,,,,,,,,,,,,,0,0,0
4927,4927,0,0,0,0,0,,Korean2000.LL,Korean2000.LL,Korean2000.LL,Korea 2000,,,,,,,,,,,,,,0,0,0
4929,4929,0,0,0,0,0,,PGA1994.LL,PGA1994.LL,,POSGAR 94,,,,,,,,,,,,,,0,0,0
4931,4931,0,0,0,0,0,,Antarctic98.LL,Antarctic98.LL,Antarctic98.LL,Australian Antarctic,,,,,,,,,,,,,,0,0,0
4933,4933,0,0,0,0,0,,CHTRF95.LL,CHTRF95.LL,CHTRF95.LL,CHTRF95,,,,,,,,,,,,,,0,0,0
4935,4935,0,0,0,0,0,,Estonia97.LL,Estonia97.LL,Estonia97.LL,EST97,,,,,,,,,,,,,,0,0,0
4937,4937,0,0,0,0,0,,ETRF89.LL,ETRF89.LL,,ETRS89,,,,,,,,,,,,,,0,0,0
4939,4939,0,0,0,0,8229,,GDA94.LL,GDA94.LL,,GDA94,,,,,,,,,Longitude / Latitude (Geodetic Datum 1949),,,,,0,0,0
4941,4941,0,0,0,0,0,,Hartebeesthoek94.LL,Hartebeesthoek94.LL,Hartebeesthoek94.LL,Hartebeesthoek94,,,,,,,,,,,,,,0,0,0
4943,4943,0,0,0,0,0,,IRENET95.LL,Ireland95.LL,IRENET95.LL,IRENET95,,,,,,,,,,,,,,0,0,0
4945,4945,0,0,0,0,0,,IslandsNet1993.LL,IslandsNetwork 1993.LL,IslandsNet1993.LL,ISN93,,,,,,,,,,,,,,0,0,0
4947,4947,0,0,0,0,0,,JGD2000.LL,JGD2000.LL,JGD2000.LL,JGD2000,,,,,,,,,,,,,,0,0,0
4949,4949,0,0,0,0,0,,Latvia1992.LL,Latvia1992.LL,Latvia1992.LL,LKS92,,,,,,,,,,,,,,0,0,0
4951,4951,0,0,0,0,0,,Lithuania94.LL,Lithuania94.LL,Lithuania94.LL,LKS94,,,,,,,,,,,,,,0,0,0
4953,4953,0,0,0,0,0,,Moznet.LL,Moznet.LL,Moznet.LL,Moznet,,,,,,,,,,,,,,0,0,0
4955,4955,0,0,0,0,0,,CSRS.LL,CSRS.LL,,NAD83(CSRS),,,,,,,,,,,,,,0,0,0
4957,4957,0,0,0,0,0,,HARN.LL,HARN.LL,,NAD83(HARN),,,,,,,,,,,,,,0,0,0
4959,4959,0,0,0,0,0,,NZGD2000.LL,NZGD2000.LL,NZGD2000.LL,NZGD2000,,,,,,,,,,,,,,0,0,0
4963,4963,0,0,0,0,0,,REGVEN.LL,RedGVen.LL,REGVEN.LL,REGVEN,,,,,,,,,,,,,,0,0,0
4965,4965,0,0,0,0,0,,RGF93.LL,RGF93.LL,,RGF93,,,,,,,,,,,,,,0,0,0
4967,4967,0,0,0,0,0,,Guyane95.LL,Guyane95.LL,Guyane95.LL,RGFG95,,,,,,,,,,,,,,0,0,0
4969,4969,0,0,0,0,0,,Caledonie91.LL,Caledonie91.LL,Caledonie91.LL,RGNC 1991,,,,,,,,,,,,,,0,0,0
4971,4971,0,0,0,0,0,,Reunion92.LL,Reunion92.LL,Reunion92.LL,RGR92,,,,,,,,,,,,,,0,0,0
4973,4973,0,0,0,0,0,,Antilles91.LL,Antilles91.LL,Antilles91.LL,RRAF 1991,,,,,,,,,,,,,,0,0,0
4975,4975,0,0,0,0,0,,GRSSA.LL,GRSSA.LL,GRSSA.LL,SIRGAS,,,,,,,,,,,,,,0,0,0
4977,4977,0,0,0,0,0,,SWEREF99.LL,SWEREF99.LL,SWEREF99.LL,SWEREF99,,,,,,,,,,,,,,0,0,0
4979,4979,0,0,0,0,0,,WGS84.LL,WGS84.LL,,WGS 84,,,,,,,,,,,,,,0,0,0
4981,4981,0,0,0,0,0,,YemenNtl96.LL,YemenNtl96.LL,YemenNtl96.LL,Yemen NGN96,,,,,,,,,,,,,,0,0,0
4983,4983,0,0,0,0,0,,IGM1995.LL,IGM1995.LL,IGM1995.LL,IGM95,,,,,,,,,,,,,,0,0,0
4985,4985,0,0,0,0,0,,WGS72.LL,WGS72.LL,,WGS 72,,,,,,,,,,,,,,0,0,0
4987,4987,0,0,0,0,0,,WGS72-TBE.LL,WGS72-TBE.LL,WGS72-TBE.LL,WGS 72BE,,,,,,,,,,,,,,0,0,0
4989,4989,0,0,0,0,0,,SRG-SA/2000.LL,SRG-SA/2000.LL,SRG-SA/2000.LL,SIRGAS 2000,,,,,,,,,,,,,,0,0,0
4991,4991,0,0,0,0,0,,Lao1993.LL,Lao1993.LL,,Lao 1993,,,,,,,,,,,,,,0,0,0
4993,4993,0,0,0,0,0,,Lao1997.LL,Lao1997.LL,Lao1997.LL,Lao 1997,,,,,,,,,,,,,,0,0,0
4995,4995,0,0,0,0,0,,Philippine1992.LL,Philippine1992.LL,Philippine1992.LL,PRS92,,,,,,,,,,,,,,0,0,0
4999,4999,0,0,0,0,0,,RGP-Francaise.LL,RGP-Francaise.LL,RGP-Francaise.LL,RGPF,,,,,,,,,,,,,,0,0,0
100004023,0,4023,0,0,0,0,,,International1967.LL,,,GCS_International_1967,,,,,,,,,,,,,0,0,0
100004217,0,4217,0,0,0,0,,Bern1898.LL,Bern1898.LL,,,GCS_Bern_1898,,,,,,,,,,,,,0,0,0
100004305,0,4305,0,0,0,0,,,,,,GCS_Voirol_Unifie_1960,,,,,,,,,,,,,0,0,0
100004812,0,4812,0,0,0,0,,,,,,GCS_Voirol_Unifie_1960_Paris,,,,,,,,,,,,,0,0,0
100037001,0,37001,0,0,0,0,,,WGS66.LL,,,GCS_WGS_1966,,,,,,,,,,,,,0,0,0
100037002,0,37002,0,0,0,0,,,,,,GCS_Fischer_1960,,,,,,,,,,,,,0,0,0
100037003,0,37003,0,0,0,0,,,,,,GCS_Fischer_1968,,,,,,,,,,,,,0,0,0
100037004,0,37004,0,0,0,0,,,,,,GCS_Fischer_Modified,,,,,,,,,,,,,0,0,0
100037005,0,37005,0,0,0,0,,,,,,GCS_Hough_1960,,,,,,,,,,,,,0,0,0
100037006,0,37006,0,0,0,0,,,,,,GCS_Everest_Modified_1969,,,,,,,,,,,,,0,0,0
100037007,0,37007,0,0,0,0,,,,,,GCS_Walbeck,,,,,,,,,,,,,0,0,0
100037008,0,37008,0,0,0,0,,,,,,GCS_Sphere_ARC_INFO,,,,,,,,,,,,,0,0,0
100037201,0,37201,0,0,0,8224,,EUROP79.LL,ED79.LL,EUROP79.LL,,GCS_European_1979,,,,,,,,Longitude / Latitude (ED 79),,,,,0,0,0
100037202,0,37202,0,0,0,0,,,Everest/Bangladesh.LL,,,GCS_Everest_Bangladesh,,,,,,,,,,,,,0,0,0
100037203,0,37203,0,0,0,0,,,,,,GCS_Everest_India_Nepal,,,,,,,,,,,,,0,0,0
100037207,0,37207,0,0,0,8297,,SINGAPR.LL,Singapore.LL,SINGAPR.LL,,GCS_South_Asia_Singapore,,,,,,,,Longitude / Latitude (South Asia),,,,,0,0,0
100037208,0,37208,0,0,0,0,,Ayabelle.LL,Ayabelle.LL,Ayabelle.LL,,GCS_Ayabelle,,,,,,,,,,,,,0,0,0
100037212,0,37212,0,0,0,0,,,BeaconE45.LL,,,GCS_Beacon_E_1945,,,,,,,,,,,,,0,0,0
100037214,0,37214,0,0,0,8205,,ASTATN52.LL,AstronomicStation52.LL,ASTATN52.LL,,GCS_Astro_1952,,,,,,,,Longitude / Latitude (Astronomic Station 1952),,,,,0,0,0
100037216,0,37216,0,0,0,8212,,CANTON.LL,Canton.LL,CANTON.LL,,GCS_Canton_1966,,,,,,,,Longitude / Latitude (Canton Astro 1966),,,,,0,0,0
100037217,0,37217,0,0,0,8216,,CHATHAM.LL,Chatham.LL,CHATHAM.LL,,GCS_Chatham_Island_1971,,,,,,,,Longitude / Latitude (Chatham 1971),,,,,0,0,0
100037218,0,37218,0,0,0,8222,,DOS1968.LL,DOS1968.LL,DOS1968.LL,,GCS_DOS_1968,,,,,,,,Longitude / Latitude (DOS 1968),,,,,0,0,0
100037221,0,37221,0,0,0,8227,,GUX1.LL,GUX1.LL,GUX1.LL,,GCS_GUX_1,,,,,,,,Longitude / Latitude (GUX 1 Astro),,,,,0,0,0
100037223,0,37223,0,0,0,0,,,,,,GCS_Carthage_Degree,,,,,,,,,,,,,0,0,0
100037227,0,37227,0,0,0,0,,,SantoDOS65.LL,,,GCS_Santo_DOS_1965,,,,,,,,,,,,,0,0,0
100037229,0,37229,0,0,0,0,,,,,,GCS_Wake_Eniwetok_1960,,,,,,,,,,,,,0,0,0
100037231,0,37231,0,0,0,8198,,ANNA65.LL,Anna1Astro65.LL,ANNA65.LL,,GCS_Anna_1_1965,,,,,,,,Longitude / Latitude (Anna 1 Astro 1965),,,,,0,0,0
100037233,0,37233,0,0,0,8234,,ISTS69.LL,ISTS69.LL,ISTS69.LL,,GCS_ISTS_073_1969,,,,,,,,Longitude / Latitude (ISTS 073 Astro 1969),,,,,0,0,0
100037238,0,37238,0,0,0,0,,ADOS714.LL,,ADOS714.LL,,GCS_DOS_71_4,,,,,,,,,,,,,0,0,0
100037240,0,37240,0,0,0,0,,,FortThomas.LL,,,GCS_Fort_Thomas_1955,,,,,,,,,,,,,0,0,0
100037241,0,37241,0,0,0,0,,,,,,GCS_Graciosa_Base_SW_1948,,,,,,,,,,,,,0,0,0
100037242,0,37242,0,0,0,0,,,ISTS68.LL,,,GCS_ISTS_061_1968,,,,,,,,,,,,,0,0,0
100037243,0,37243,0,0,0,8242,,L-C5.LL,LC5Astro.LL,L-C5.LL,,GCS_LC5_1961,,,,,,,,Longitude / Latitude (LC 5 Astro),,,,,0,0,0
100037245,0,37245,0,0,0,0,,,,,,GCS_Observ_Meteorologico_1939,,,,,,,,,,,,,0,0,0
100037246,0,37246,0,0,0,0,,,PicoLasNieves.LL,,,GCS_Pico_de_Las_Nieves,,,,,,,,,,,,,0,0,0
100037247,0,37247,0,0,0,0,,,,,,GCS_Porto_Santo_1936,,,,,,,,,,,,,0,0,0
100037249,0,37249,0,0,0,0,,SAOBRAZ.LL,,SAOBRAZ.LL,,GCS_Sao_Braz,,,,,,,,,,,,,0,0,0
100037253,0,37253,0,0,0,0,,,CampArea.LL,,,GCS_Camp_Area,,,,,,,,,,,,,0,0,0
100037255,0,37255,0,0,0,0,,,,,,GCS_Gunung_Segara,,,,,,,,,,,,,0,0,0
100037257,0,37257,0,0,0,0,,,Hungary42.LL,,,GCS_S42_Hungary,,,,,,,,,,,,,0,0,0
100037260,0,37260,0,0,0,0,,,AlaskanIslands.LL,,,GCS_Alaskan_Islands,,,,,,,,,,,,,0,0,0
100104000,0,104000,0,0,0,0,,,,LL27,,GCS_Assumed_Geographic_1,,,,,,,,,,,,,0,0,0
100104101,0,104101,0,0,0,0,,,,,,GCS_Estonia_1937,,,,,,,,,,,,,0,0,0
100104102,0,104102,0,0,0,0,,,Hermannskogel.LL,,,GCS_Hermannskogel,,,,,,,,,,,,,0,0,0
100104103,0,104103,0,0,0,0,,,SierraLeone60.LL,,,GCS_Sierra_Leone_1960,,,,,,,,,,,,,0,0,0
100104105,0,104105,0,0,0,0,,,Lisboa/Bessel.LL,,,GCS_Datum_Lisboa_Bessel,,,,,,,,,,,,,0,0,0
100104106,0,104106,0,0,0,0,,,Lisboa/Hayford.LL,,,GCS_Datum_Lisboa_Hayford,,,,,,,,,,,,,0,0,0
100104107,0,104107,0,0,0,0,,,,,,GCS_RGF_1993,,,,,,,,,,,,,0,0,0
100104108,0,104108,0,0,0,0,,,,,,GCS_NZGD_2000,,,,,,,,,,,,,0,0,0
100104109,0,104109,0,0,0,0,,,,,,GCS_Pohnpei,,,,,,,,,,,,,0,0,0
100104111,0,104111,0,0,0,0,,,,,,GCS_JGD_2000,,,,,,,,,,,,,0,0,0
100104112,0,104112,0,0,0,0,,,,,,GCS_Bab_South,,,,,,,,,,,,,0,0,0
100104113,0,104113,0,0,0,0,,,,,,GCS_Majuro,,,,,,,,,,,,,0,0,0
100104114,0,104114,0,0,0,0,,,,,,GCS_Bermuda_2000,,,,,,,,,,,,,0,0,0
100104115,0,104115,0,0,0,0,,,,,,GCS_ITRF_1988,,,,,,,,,,,,,0,0,0
100104116,0,104116,0,0,0,0,,,,,,GCS_ITRF_1989,,,,,,,,,,,,,0,0,0
100104117,0,104117,0,0,0,0,,,,,,GCS_ITRF_1990,,,,,,,,,,,,,0,0,0
100104118,0,104118,0,0,0,0,,,,,,GCS_ITRF_1991,,,,,,,,,,,,,0,0,0
100104119,0,104119,0,0,0,0,,,,,,GCS_ITRF_1992,,,,,,,,,,,,,0,0,0
100104120,0,104120,0,0,0,0,,,,,,GCS_ITRF_1993,,,,,,,,,,,,,0,0,0
100104121,0,104121,0,0,0,0,,,,,,GCS_ITRF_1994,,,,,,,,,,,,,0,0,0
100104122,0,104122,0,0,0,0,,,,,,GCS_ITRF_1996,,,,,,,,,,,,,0,0,0
100104123,0,104123,0,0,0,0,,,,,,GCS_ITRF_1997,,,,,,,,,,,,,0,0,0
100104124,0,104124,0,0,0,0,,,,,,GCS_ITRF_2000,,,,,,,,,,,,,0,0,0
100104125,0,104125,0,0,0,0,,,,,,GCS_Chatham_Islands_1979,,,,,,,,,,,,,0,0,0
100104126,0,104126,0,0,0,0,,,,,,GCS_Observatorio_Meteorologico_1965,,,,,,,,,,,,,0,0,0
100104127,0,104127,0,0,0,0,,,,,,GCS_Roma_1940,,,,,,,,,,,,,0,0,0
100104128,0,104128,0,0,0,0,,,,,,GCS_Sphere_EMEP,,,,,,,,,,,,,0,0,0
100104129,0,104129,0,0,0,0,,,,,,GCS_EUREF_FIN,,,,,,,,,,,,,0,0,0
100104130,0,104130,0,0,0,0,,,,,,GCS_Jordan,,,,,,,,,,,,,0,0,0
100104131,0,104131,0,0,0,0,,,,,,GCS_D48,,,,,,,,,,,,,0,0,0
100104132,0,104132,0,0,0,0,,,,,,GCS_Ocotepeque_1935,,,,,,,,,,,,,0,0,0
100104133,0,104133,0,0,0,0,,,,,,GCS_JAD_2001,,,,,,,,,,,,,0,0,0
100104134,0,104134,0,0,0,0,,,,,,GCS_MONREF_1997,,,,,,,,,,,,,0,0,0
100104135,0,104135,0,0,0,0,,,,,,GCS_MSK_1942,,,,,,,,,,,,,0,0,0
100104258,0,104258,0,0,0,0,,,,LL-ETRS89,,GCS_ETRF_1989,rt_ETRF89,,,,,,,,,,,,0,0,0
100104261,0,104261,0,0,0,0,,,,,,GCS_Merchich_Degree,,,,,,,,,,,,,0,0,0
100104305,0,104305,0,0,0,0,,,Voirol1875.LL,,,GCS_Voirol_Unifie_1960_Degree,,,,,,,,,,,,,0,0,0
100104700,0,104700,0,0,0,0,,LL-HPGN,HARN.LL,LL-HPGN,NAD83(HARN),GCS_NAD_1983_HARN_Adj_MN_Anoka,,,,,,,,,,,,,0,0,0
100104701,0,104701,0,0,0,0,,LL-HPGN,HARN.LL,LL-HPGN,NAD83(HARN),GCS_NAD_1983_HARN_Adj_MN_Becker,,,,,,,,,,,,,0,0,0
100104702,0,104702,0,0,0,0,,LL-HPGN,HARN.LL,LL-HPGN,NAD83(HARN),GCS_NAD_1983_HARN_Adj_MN_Beltrami_North,,,,,,,,,,,,,0,0,0
100104703,0,104703,0,0,0,0,,LL-HPGN,HARN.LL,LL-HPGN,NAD83(HARN),GCS_NAD_1983_HARN_Adj_MN_Beltrami_South,,,,,,,,,,,,,0,0,0
100104704,0,104704,0,0,0,0,,LL-HPGN,HARN.LL,LL-HPGN,NAD83(HARN),GCS_NAD_1983_HARN_Adj_MN_Benton,,,,,,,,,,,,,0,0,0
100104705,0,104705,0,0,0,0,,LL-HPGN,HARN.LL,LL-HPGN,NAD83(HARN),GCS_NAD_1983_HARN_Adj_MN_Big_Stone,,,,,,,,,,,,,0,0,0
100104706,0,104706,0,0,0,0,,LL-HPGN,HARN.LL,LL-HPGN,NAD83(HARN),GCS_NAD_1983_HARN_Adj_MN_Blue_Earth,,,,,,,,,,,,,0,0,0
100104707,0,104707,0,0,0,0,,LL-HPGN,HARN.LL,LL-HPGN,NAD83(HARN),GCS_NAD_1983_HARN_Adj_MN_Brown,,,,,,,,,,,,,0,0,0
100104708,0,104708,0,0,0,0,,LL-HPGN,HARN.LL,LL-HPGN,NAD83(HARN),GCS_NAD_1983_HARN_Adj_MN_Carlton,,,,,,,,,,,,,0,0,0
100104709,0,104709,0,0,0,0,,LL-HPGN,HARN.LL,LL-HPGN,NAD83(HARN),GCS_NAD_1983_HARN_Adj_MN_Carver,,,,,,,,,,,,,0,0,0
