SeqNbr,EpsgNbr,EsriNbr,OracleNbr,MapInfoNbr,OemNbr,Oracle9Nbr,CsMapNbr,CsMapName,CtmxName,AdskName,EpsgName,EsriName,OracleName,MapInfoName,OemName,GeoToolsName,OcrName,OgcName,GeoTiffName,Oracle9Name,LegacyName,CnvrsnName,CnvrsnComment,MaintenanceComment,Quality,UserFlag,RfcnQualifier
11800,6199,0,0,0,0,0,,Egypt30,Egypt30,,Egypt 1930,D_Egypt_1930,Egypt 1930 (EPSG ID 6199),,,Egypt 1930,,,,,,,Couldn't locate the operation method for this datum.,,0,0,0
11900,6200,0,0,0,0,0,,Pulkovo95,Pulkovo95,,Pulkovo 1995,D_Pulkovo_1995,Pulkovo 1995 (EPSG ID 6200),,,Pulkovo 1995,,,,,,,Couldn't locate the operation method for this datum.,,0,0,0
12000,6201,0,0,0,0,0,,ADINDAN,Adindan,ADINDAN,Adindan,D_Adindan,Adindan (EPSG ID 6201),,,Adindan,,,,Adindan,,,,,0,0,0
12100,6202,0,0,0,0,0,,AGD66,AGD66,ASTRLA66-Grid,Australian Geodetic Datum 1966,D_Australian_1966,Australian Geodetic Datum 1966 (EPSG ID 6202),,,Australian Geodetic Datum 1966,,,,Australian Geodetic 1966|AGD 66 VIC NSW|AGD 66 TAS|AGD 66 ACT|AGD 66 NT,,,,Oracle9::AGD 66 Names of this variety were originally mapped to 7 parameter type definitions.  Map Guide mapped to the grid file driven definition.  So we map them here until we know better.,0,0,0
12200,6203,0,0,0,0,0,,AGD84,AGD84,ASTRLA84-Grid,Australian Geodetic Datum 1984,D_Australian_1984,Australian Geodetic Datum 1984 (EPSG ID 6203),,,Australian Geodetic Datum 1984,,,,Australian Geodetic 1984,,,,,0,0,0
12300,6204,0,0,0,0,0,,AINELABD,AinElAbd70,AINELABD,Ain el Abd 1970,D_Ain_el_Abd_1970,Ain el Abd 1970 (EPSG ID 6204),,,Ain el Abd 1970,,,,Ain el Abd 1970,,,,,0,0,0
12400,6205,0,0,0,0,0,,AFGOOYE,Afgooye,AFGOOYE,Afgooye,D_Afgooye,Afgooye (EPSG ID 6205),,,Afgooye,,,,Afgooye,,,,,0,0,0
12500,6206,0,0,0,0,0,,Agadez,Agadez,,Agadez,D_Agadez,Agadez (EPSG ID 6206),,,Agadez,,,,,,,Couldn't locate the operation method for this datum.,,0,0,0
12600,6207,0,0,0,0,0,,Lisbon37,Lisbon1937,Lisbon37a,Lisbon 1937,D_Lisbon,Lisbon 1937 (EPSG ID 6207),,,Lisbon 1937,,,,,,,,,0,0,0
12700,6208,0,0,0,0,0,,Aratu,Aratu,Aratu_1,Aratu,D_Aratu,Aratu (EPSG ID 6208),,,Aratu,,,,,,,,,0,0,0
12800,6209,0,0,0,0,0,,ARC1950,Arc50,ARC1950-01,Arc 1950,D_Arc_1950,Arc 1950 (EPSG ID 6209),,,Arc 1950,,,,Arc 1950,,,,,0,0,0
12900,6210,0,0,0,0,0,,ARC1960,Arc60,ARC1960,Arc 1960,D_Arc_1960,Arc 1960 (EPSG ID 6210),,,Arc 1960,,,,Arc 1960,,,,,0,0,0
13000,6211,0,0,0,0,0,,Batavia|DJAKRTA,Batavia,Batavia_1|DJAKRTA,Batavia,D_Batavia,Batavia (EPSG ID 6211),,,Batavia,,,,Djakarta (Batavia),,,,,0,0,0
13100,6212,0,0,0,0,0,,Barbados38,Barbados38,Barbados1938,Barbados 1938,D_Barbados_1938,Barbados 1938 (EPSG ID 6212),,,Barbados 1938,,,,,,,,,0,65536,0
13200,6213,0,0,0,0,0,,Beduaram,Beduaram,,Beduaram,D_Beduaram,Beduaram (EPSG ID 6213),,,Beduaram,,,,,,,Couldn't locate the operation method for this datum.,,0,0,0
13300,6214,0,0,0,0,0,,Beijing54,Beijing54,Beijing1954/a,Beijing 1954,D_Beijing_1954,Beijing 1954 (EPSG ID 6214),,,Beijing 1954,,,,,,,,,0,0,0
13400,6215,0,0,0,0,0,,Belge50,Belge50,,Reseau National Belge 1950,D_Belge_1950,Reseau National Belge 1950 (EPSG ID 6215),,,Reseau National Belge 1950,,,,,,,Couldn't locate the operation method for this datum.,,0,0,0
13500,6216,0,0,0,0,0,,BERMUDA,Bermuda57,BERMUDA,Bermuda 1957,D_Bermuda_1957,Bermuda 1957 (EPSG ID 6216),,,Bermuda 1957,,,,Bermuda 1957,,,,,0,0,0
13600,6218,0,0,0,0,0,,BOGOTA,Bogota1975,BOGOTA,Bogota 1975,D_Bogota,Bogota 1975 (EPSG ID 6218),,,Bogota 1975,,,,Bogota Observatory,,,,,0,0,0
13700,6219,0,0,0,0,0,,BukitRimpah,BukitRimpah,BukitRimpah_1,Bukit Rimpah,D_Bukit_Rimpah,Bukit Rimpah (EPSG ID 6219),,,Bukit Rimpah,,,,,,,,,0,0,0
13800,6220,0,0,0,0,0,,Camacupa,Camacupa,Camacupa_1,Camacupa,D_Camacupa,Camacupa (EPSG ID 6220),,,Camacupa,,,,,,,,,0,0,0
13900,6221,0,0,0,0,0,,CAMPO,CampoInchauspe,CAMPO,Campo Inchauspe,D_Campo_Inchauspe,Campo Inchauspe (EPSG ID 6221),,,Campo Inchauspe,,,,Campo Inchauspe,,,,,0,0,0
14000,6222,0,0,0,0,0,,CAPE-1,Cape,CAPE-ALT,Cape,D_Cape,Cape (EPSG ID 6222),,,Cape,,,,Cape,,,,,0,0,0
14100,6223,0,0,0,0,0,,CARTHAGE,Carthage,CARTHAGE-MOD,Carthage,D_Carthage,Carthage (EPSG ID 6223),,,Carthage,,,,Carthage,,,,,0,0,0
14200,6224,0,0,0,0,0,,CHAU,ChauAstro,CHUA,Chua,D_Chua,Chua (EPSG ID 6224),,,Chua,,,,Chua Astro,,,,,0,0,0
14300,6225,0,0,0,0,0,,CORREGO,CorregoAlegre,CORREGO,Corrego Alegre,D_Corrego_Alegre,Corrego Alegre (EPSG ID 6225),,,Corrego Alegre,,,,Corrego Alegre,,,,,0,0,0
14400,6226,0,0,0,0,0,,CoteDIvoire,CoteDIvoire,,Cote d'Ivoire,D_Cote_d_Ivoire,Cote d'Ivoire (EPSG ID 6226),,,Cote d'Ivoire,,,,,,,,,0,0,0
14500,6227,0,0,0,0,0,,DeirEzZor,DeirEzZor,DeirEzZor_2,Deir ez Zor,D_Deir_ez_Zor,Deir ez Zor (EPSG ID 6227),,,Deir ez Zor,,,,,,,,,0,0,0
14600,6228,0,0,0,0,0,,Douala,Douala,,Douala,D_Douala,Douala (EPSG ID 6228),,,Douala,,,,,,,,,0,0,0
14700,6229,0,0,0,0,0,,OLD-EGYP,Egypt07,OLD_EGYP,Egypt 1907,D_Egypt_1907,Egypt 1907 (EPSG ID 6229),,,Egypt 1907,,,,Old Egyptian,,,,,0,0,0
14800,6230,0,0,0,0,0,,ED50,ED50,ERP50-7P,European Datum 1950,D_European_1950,European Datum 1950 (EPSG ID 6230),,,,,,,European 1950,,,,"Oracle9::European 1950 was originally mapped to EUROP50.  This maps it to ERP50-70 (aka ED50) like all other mappings.  My guess here is that something other than the original ED50-W was desired, and that either EUROP50 or ERP50-7P will suffice.  Could be wrong here.",0,0,0
14900,6231,0,0,0,0,0,,Europ87,ED87,Europ87,European Datum 1987,D_European_1987,European Datum 1987 (EPSG ID 6231),,,European Datum 1987,,,,European 1987,,,,,0,65536,0
15000,6232,0,0,0,0,0,,Fahud,Fahud,Fahud_1,Fahud,D_Fahud,Fahud (EPSG ID 6232),,,Fahud,,,,Oman,,,,,0,0,0
15100,6233,0,0,0,0,0,,GNDAJIKA,Gandajika70,GNDAJIKA,Gandajika 1970,D_Gandajika_1970,Gandajika 1970 (EPSG ID 6233),,,Gandajika 1970,,,,Gandajika Base,,,,,0,0,0
15200,6234,0,0,0,0,0,,Garoua,Garoua,,Garoua,D_Garoua,Garoua (EPSG ID 6234),,,Garoua,,,,,,,,"Duplicate names caused by EPSG depreciation; ID: 290.  Evidently, the original definition referenced an incorrect ellipsoid.",0,0,0
15300,6235,0,0,0,0,0,,GuyaneFrancaise,GuyaneFrancaise,,Guyane Francaise,D_Guyane_Francaise,Guyane Francaise (EPSG ID 6235),,,Guyane Francaise,,,,,,,,,0,0,0
15400,6236,0,0,0,0,0,,HuTzuShan,HuTzuShan,HuTzuShan_1,Hu Tzu Shan 1950,D_Hu_Tzu_Shan,Hu Tzu Shan (EPSG ID 6236),,,Hu Tzu Shan,,,,Hu-Tzu-Shan,,,,,0,0,0
15500,6237,0,0,0,0,0,,HD-72,Hungarian1972,HD72/7P,Hungarian Datum 1972,D_Hungarian_1972,Hungarian Datum 1972 (EPSG ID 6237),,,Hungarian Datum 1972,,,,,,,,,0,0,0
15600,0,0,0,0,0,0,,,,HD72-7P,xxHungarian Datum 1972,x_Hungarian_1972,xHungarian Datum 1972,,,xHungarian Datum 1972,,,,,,,,,0,0,0
15700,6239,0,0,0,0,0,,Indian54,Indian54,Indian1954,Indian 1954,D_Indian_1954,Indian 1954 (EPSG ID 6239),,,Indian 1954,,,,,,,,,0,0,0
15800,6240,0,0,0,0,0,,Indian75,Indian75,Indian75/E,Indian 1975,D_Indian_1975,Indian 1975 (EPSG ID 6240),,,Indian 1975,,,,,,,,,0,0,0
15900,6241,0,0,0,0,0,,Jamaica1875,Jamaica1875,,Jamaica 1875,D_Jamaica_1875,Jamaica 1875 (EPSG ID 6241),,,Jamaica 1875,,,,,,,Couldn't locate the operation method for this datum.,,0,0,0
16000,6242,0,0,0,0,0,,Jamaica69,Jamaica69,Jamaica1969,Jamaica 1969,D_Jamaica_1969,Jamaica 1969 (EPSG ID 6242),,,Jamaica 1969,,,,,,,,,0,65536,0
16100,6243,0,0,0,0,0,,Kalianpur1880,Kalianpur1880,,Kalianpur 1880,D_Kalianpur_1880,Kalianpur 1880 (EPSG ID 6243),,,Kalianpur 1880,,,,,,,Couldn't locate the operation method for this datum.,,0,0,0
16200,6244,0,0,0,0,0,,KANDWALA,Kandawala,KANDWALA,Kandawala,D_Kandawala,Kandawala (EPSG ID 6244),,,Kandawala,,,,Kandawala,,,,,0,0,0
16300,6245,0,0,0,0,0,,KERTAU48,Kertau48,KERTAU48,Kertau 1968,D_Kertau,Kertau (EPSG ID 6245),,,Kertau,,,,Kertau 1948,,,,,0,0,0
16400,6246,0,0,0,0,0,,KuwaitOilCo,KuwaitOilCo,KuwaitOil,Kuwait Oil Company,D_Kuwait_Oil_Company,Kuwait Oil Company (EPSG ID 6246),,,Kuwait Oil Company,,,,,,,,,0,65536,0
16500,6247,0,0,0,0,0,,LaCanoa,LaCanoa,LaCanoa/E,La Canoa,D_La_Canoa,La Canoa (EPSG ID 6247),,,La Canoa,,,,,,,,,0,0,0
16600,6248,0,0,0,0,0,,PSAD56,PSAD56,PSAD56,Provisional South American Datum 1956,D_Provisional_S_American_1956,Provisional South American Datum 1956 (EPSG ID 6248),,,Provisional South American Datum 1956,,,,Provisional South American,,,,,0,0,0
16700,6249,0,0,0,0,0,,Lake,Lake,,Lake,D_Lake,Lake (EPSG ID 6249),,,Lake,,,,,,,Couldn't locate the operation method for this datum.,,0,0,0
16800,6250,0,0,0,0,0,,Leigon,Leigon,Leigon_1,Leigon,D_Leigon,Leigon (EPSG ID 6250),,,Leigon,,,,,,,,,0,0,0
16900,6251,0,0,0,0,0,,LIBERIA,Liberia64,LIBERIA,Liberia 1964,D_Liberia_1964,Liberia 1964 (EPSG ID 6251),,,Liberia 1964,,,,Liberia 1964,,,,,0,0,0
17000,6252,0,0,0,0,0,,Lome,Lome,,Lome,D_Lome,Lome (EPSG ID 6252),,,Lome,,,,,,,Couldn't locate the operation method for this datum.,,0,0,0
17100,6253,0,0,0,0,0,,LUZON,Luzon11,LUZON,Luzon 1911,D_Luzon_1911,Luzon 1911 (EPSG ID 6253),,,Luzon 1911,,,,Luzon (Philippines),,,,,0,0,0
17200,6254,0,0,0,0,0,,HitoXVIII63,HitoXVIII63,HitoXVIII63a,Hito XVIII 1963,D_Hito_XVIII_1963,Hito XVIII 1963 (EPSG ID 6254),,,Hito XVIII 1963,,,,Hito XVIII 1963,,,,,0,0,0
17300,6255,0,0,0,0,0,,HeratNorth,HeratNorth,HeratNorth_1,Herat North,D_Herat_North,Herat North (EPSG ID 6255),,,Herat North,,,,,,,,,0,0,0
17400,6256,0,0,0,0,0,,MAHE1971,Mahe71,MAHE1971,Mahe 1971,D_Mahe_1971,Mahe 1971 (EPSG ID 6256),,,Mahe 1971,,,,Mahe 1971,,,,,0,0,0
17500,6257,0,0,0,0,0,,Makassar,Makassar,Makassar/E,Makassar,D_Makassar,Makassar (EPSG ID 6257),,,Makassar,,,,,,,,,0,0,0
17600,6258,0,0,0,0,0,,ETRF89,ETRF89,ETRF89,European Terrestrial Reference System 1989,D_ETRF_1989,European Terrestrial Reference System 1989 (EPSG ID 6258),,,European Terrestrial Reference System 1989,,,,,,,,Need to spend some time verifying that the ETR?89 mapping produces the desired results.  First need to specify what the desired results are!!!,0,0,0
17700,6259,0,0,0,0,0,,Malongo87,Malongo87,Malongo1987,Malongo 1987,D_Malongo_1987,Malongo 1987 (EPSG ID 6259),,,Malongo 1987,,,,,,,,,0,0,0
17800,6260,0,0,0,0,0,,Manoca,Manoca,Manoca/E,Manoca,D_Manoca,Manoca (EPSG ID 6260),,,Manoca,,,,,,,,,0,0,0
17900,6261,0,0,0,0,0,,MERCHICH,Merchich,MERCHICH-01,Merchich,D_Merchich,Merchich (EPSG ID 6261),,,Merchich,,,,Merchich,,,,,0,0,0
18000,0,0,0,0,0,0,,,,MERCHICH,dmaMerchich,dma_Merchich,dmaMerchich,,,dmaMerchich,,,,dmaMerchich,,,,,0,0,0
18100,6262,0,0,0,0,0,,MASSAWA,Massawa,MASSAWA,Massawa,D_Massawa,Massawa (EPSG ID 6262),,,Massawa,,,,Massawa,,,,,0,0,0
18200,6263,0,0,0,0,0,,MINNA,Minna,MINNA,Minna,D_Minna,Minna (EPSG ID 6263),,,Minna,,,,Minna,,,,,0,0,0
18300,6264,0,0,0,0,0,,Mhast,Mhast,Malongo1987,Mhast,D_Mhast,Mhast (EPSG ID 6264),,,Mhast,,,,,,,,,0,0,0
18400,6265,0,0,0,0,0,,ROME1940,MonteMario,ROME1940,Monte Mario,D_Monte_Mario,Monte Mario (EPSG ID 6265),,,Monte Mario,,,,Rome 1940,,,,,0,0,0
18500,6266,0,0,0,0,0,,Mporaloko,Mporaloko,Mporaloko_1,M'poraloko,D_Mporaloko,M'poraloko (EPSG ID 6266),,,M'poraloko,,,,,,,,,0,0,0
18600,6267,0,0,0,0,0,,NAD27,NAD27,NAD27,North American Datum 1927,D_North_American_1927,North American Datum 1927 (EPSG ID 6267),,,,,,,NAD 27 (Continental US)|NAD 27 (Canada)|NAD 27 (Alaska)|NAD 27 (Bahamas),,,,"It could be that the Oracle9 names should map to the 7 parameter type defintions.  The mapping presented here is what appears to be the most useful.  We will need to see if this mapping produces any regressions.  The original mapping mapped all NAD27 references to simply NAD27, which is incorrect as the 'NAD27' of CS-MAP refers only to US and Canadian geography.",0,0,0
18700,6268,0,0,0,0,0,,MICHIGAN,Michigan,MICHIGAN,NAD Michigan,D_North_American_Michigan,NAD Michigan (EPSG ID 6268),,,NAD Michigan,,,,NAD 27 (Michigan),,,,,0,0,0
18800,6269,0,0,0,0,0,,NAD83,NAD83,NAD83,North American Datum 1983,D_North_American_1983,North American Datum 1983 (EPSG ID 6269),,,,,,,NAD 83 (Continental US)|NAD 83|NAD 83 (Alaska)|GRS 80,NAD 83,,,,0,0,0
18900,6270,0,0,0,0,0,,NHRWN-O,Nahrwan67,NHRWN-O,Nahrwan 1967,D_Nahrwan_1967,Nahrwan 1967 (EPSG ID 6270),,,Nahrwan 1967,,,,Nahrwan (Masirah Island),,,,,0,0,0
19000,6271,0,0,0,0,0,,Naparima72,Naparima72,Naparima1972,Naparima 1972,D_Naparima_1972,Naparima 1972 (EPSG ID 6271),,,Naparima 1972,,,,,,,,,0,0,0
19100,6272,0,0,0,0,0,,NZGD49,NZGD49,NZGD49,New Zealand Geodetic Datum 1949,D_New_Zealand_1949,New Zealand Geodetic Datum 1949 (EPSG ID 6272),,,,,,,Geodetic Datum 1949,,,,,0,0,0
19200,6273,0,0,0,0,0,,NGO48,NGO48,NGO48a,NGO 1948,D_NGO_1948,NGO 1948 (EPSG ID 6273),,,NGO 1948,,,,,,,,,0,0,0
19300,6274,0,0,0,0,0,,Datum73,Datum73,Datum73-Mod/a,Datum 73,D_Datum_73,Datum 73 (EPSG ID 6274),,,Datum 73,,,,Melrica 1973 (D73),,,,,0,0,0
19400,6275,0,0,0,0,0,,NTF,NTF,NTF-G-Grid,Nouvelle Triangulation Francaise,D_NTF,Nouvelle Triangulation Francaise (EPSG ID 6275),,,Nouvelle Triangulation Francaise,,,,NTF,,,,,0,0,0
19500,6276,0,0,0,0,0,,NSWC9Z-2,NSWC9Z-2,,NSWC 9Z-2,D_NSWC_9Z_2,NSWC 9Z-2 (EPSG ID 6276),,,NSWC 9Z-2,,,,,,,Couldn't locate the operation method for this datum.,,0,0,0
19600,6277,0,0,0,0,0,,OSGB,OSGB,OSGB-MOD,OSGB 1936,D_OSGB_1936,OSGB 1936 (EPSG ID 6277),,,OSGB 1936,,,,Ordnance Survey Great Brit,,,,,0,0,0
19700,6278,0,0,0,0,0,,OSGB-SN/1970,OSGB-SN/1970,,OSGB 1970 (SN),D_OSGB_1970_SN,OSGB 1970 (SN) (EPSG ID 6278),,,OSGB 1970 (SN),,,,,,,Couldn't locate the operation method for this datum.,,0,0,0
19800,6279,0,0,0,0,0,,OSGB-SN/1980,OSGB-SN/1980,,OS (SN) 1980,D_OS_SN_1980,OS (SN) 1980 (EPSG ID 6279),,,OS (SN) 1980,,,,,,,Couldn't locate the operation method for this datum.,,0,0,0
19900,6280,0,0,0,0,0,,Padang1884,Padang1884,,Padang 1884,D_Padang_1884,Padang 1884 (EPSG ID 6280),,,Padang 1884,,,,,,,Couldn't locate the operation method for this datum.,,0,0,0
20000,6281,0,0,0,0,0,,Palestine23,Palestine23,Palestine23,Palestine 1923,D_Palestine_1923,Palestine 1923 (EPSG ID 6281),,,Palestine 1923,,,,Palestine 1923,,,,,0,65536,0
20100,6282,0,0,0,0,0,,PointeNoire,PointeNoire,PointeNoire60,Congo 1960 Pointe Noire,D_Pointe_Noire,Congo 1960 Pointe Noire (EPSG ID 6282),,,Congo 1960 Pointe Noire,,,,,,,,,0,0,0
20200,6283,0,0,0,0,0,,GDA94,GDA94,GDA94,Geocentric Datum of Australia 1994,D_GDA_1994,Geocentric Datum of Australia 1994 (EPSG ID 6283),,,Geocentric Datum of Australia 1994,,,,GDA 94,,,,,0,0,0
20300,6284,0,0,0,0,0,,Pulkovo1942,Pulkovo1942,PN42,Pulkovo 1942,D_Pulkovo_1942,Pulkovo 1942 (EPSG ID 6284),,,Pulkovo 1942,,,,Pulkovo 1942,,,,,0,0,0
20400,6285,0,0,0,0,0,,Qatar74,Qatar74,Qatar1974,Qatar 1974,D_Qatar,Qatar 1974 (EPSG ID 6285),,,Qatar 1974,,,,,,,,,0,0,0
20500,6286,0,0,0,0,0,,QATAR48,Qatar48,Qatar48,Qatar 1948,D_Qatar_1948,Qatar 1948 (EPSG ID 6286),,,Qatar 1948,,,,,,,,,0,0,0
20600,0,0,0,0,0,0,,QATAR,,Qatar,,,,,,,,,,Qatar National,,,,"Apparnently, Oracle (9) copied their information on this from DMA 8352, as did Mentor.  The ellipsoid on this is wrong!!!  Is International 1924, should be Helmert 1906. Qatar 1948 definitions are correct.",0,0,0
20700,6287,0,0,0,0,0,,Qornoq,Qornoq,Qornoq,Qornoq,D_Qornoq,,,,Qornoq,,,,Qornoq,,,"Deprecated by EPSG, replaced by Qornoq 1927.",,0,0,0
20800,6288,0,0,0,0,0,,LomaQuintana,LomaQuintana,,Loma Quintana,D_Loma_Quintana,Loma Quintana (EPSG ID 6288),,,Loma Quintana,,,,,,,Couldn't locate the operation method for this datum.,,0,0,0
20900,6289,0,0,0,0,0,,Amersfoort,Amersfoort,Amersfoort/a,Amersfoort,D_Amersfoort,Amersfoort (EPSG ID 6289),,,Amersfoort,,,,,,,,,0,0,0
21100,6292,0,0,0,0,0,,SAPPER,SapperHill43,SAPPER-97,Sapper Hill 1943,D_Sapper_Hill_1943,Sapper Hill 1943 (EPSG ID 6292),,,Sapper Hill 1943,,,,Sapper Hill 1943,,,,,0,0,0
21200,6293,0,0,0,0,0,,SCHWARZK,Schwarzeck,SCHWARZK,Schwarzeck,D_Schwarzeck,Schwarzeck (EPSG ID 6293),,,Schwarzeck,,,,Schwarzeck,,,,,0,0,0
21300,6294,0,0,0,0,0,,Segora,Segora,Segora_1,Segora,D_Segora,Segora (EPSG ID 6294),,,Segora,,,,,,,,Duplicate names by deprecation by EPSG.  Deprecation ID: 381.  Change was to change the name of the defintiion.,0,0,0
21400,6295,0,0,0,0,0,,Serindung,Serindung,,Serindung,D_Serindung,Serindung (EPSG ID 6295),,,Serindung,,,,,,,Couldn't locate the operation method for this datum.,,0,0,0
21500,6296,0,0,0,0,0,,Sudan,Sudan,,Sudan,D_Sudan,Sudan (EPSG ID 6296),,,Sudan,,,,,,,,,0,0,0
21600,6297,0,0,0,0,0,,Tananarive25,Tananarive25,Tananarive1925,Tananarive 1925,D_Tananarive_1925,Tananarive 1925 (EPSG ID 6297),,,Tananarive 1925,,,,,,,,,0,0,0
21700,6298,0,0,0,0,0,,Timbalai,Timbali48,TMBLI-B,Timbalai 1948,D_Timbalai_1948,Timbalai 1948 (EPSG ID 6298),,,Timbalai 1948,,,,Timbalai 1948,,,,,0,0,0
21800,6299,0,0,0,0,0,,TM65,TM65,TM1965/a,TM65,D_TM65,TM65 (EPSG ID 6299),,,TM65,,,,Ireland 1965,,,,,0,0,0
21900,6300,0,0,0,0,0,,TM75,TM75,,Geodetic Datum of 1965,D_TM75,Geodetic Datum of 1965 (EPSG ID 6300),,,TM75,,,,,,,"This datum uses an unsupported transformation method.
",,0,0,0
22000,6301,0,0,0,0,0,,TOKYO,Tokyo,TOKYO,Tokyo,D_Tokyo,Tokyo (EPSG ID 6301),,,Tokyo,,,,Tokyo,,,,,0,0,0
22100,6302,0,0,0,0,0,,Trinidad03,Trinidad03,Trinidad1903,Trinidad 1903,D_Trinidad_1903,Trinidad 1903 (EPSG ID 6302),,,Trinidad 1903,,,,,,,,,0,0,0
22200,6303,0,0,0,0,0,,TrucialCoast48,TrucialCoast48,,Trucial Coast 1948,D_Trucial_Coast_1948,Trucial Coast 1948 (EPSG ID 6303),,,Trucial Coast 1948,,,,,,,Couldn't locate the operation method for this datum.,,0,0,0
22300,6304,0,0,0,0,0,,Voirol1875,Voirol1875,Voirol1875_1,Voirol 1875,D_Voirol_1875,Voirol 1875 (EPSG ID 6304),,,Voirol 1875,,,,,,,,,0,0,0
22400,6306,0,0,0,0,0,,Bern38,Bern1938,,Bern 1938,D_Bern_1938,Bern 1938 (EPSG ID 6306),,,Bern 1938,,,,,,,Couldn't locate the operation method for this datum.,,0,0,0
22500,6307,0,0,0,0,0,,NordSahara59,NordSahara59,NordSahara1959,Nord Sahara 1959,D_Nord_Sahara_1959,Nord Sahara 1959 (EPSG ID 6307),,,Nord Sahara 1959,,,,,,,,,0,0,0
22600,6308,0,0,0,0,0,,RT38,RT38,,Stockholm 1938,D_Stockholm_1938,Stockholm 1938 (EPSG ID 6308),,,Stockholm 1938,,,,,,,Couldn't locate the operation method for this datum.,,0,0,0
22700,6309,0,0,0,0,0,,Yacare,Yacare,Yacare/E,Yacare,D_Yacare,Yacare (EPSG ID 6309),,,Yacare,,,,Yacare,,,,,0,0,0
22800,6310,0,0,0,0,0,,Yoff,Yoff,,Yoff,D_Yoff,Yoff (EPSG ID 6310),,,Yoff,,,,,,,Couldn't locate the operation method for this datum.,,0,0,0
22900,6311,0,0,0,0,0,,ZANDERIJ,Zanderij,ZANDERIJ,Zanderij,D_Zanderij,Zanderij (EPSG ID 6311),,,Zanderij,,,,Zanderij,,,,,0,0,0
23000,6312,0,0,0,0,0,,MGI,MGI,MGI-AT,Militar-Geographische Institut,D_MGI,Militar-Geographische Institut (EPSG ID 6312),,,Militar-Geographische Institut,,,,,,,,,0,0,0
23050,1031,0,0,0,0,0,,,,MGI/gc,MGI 1901,,,,,,,,,,,,,,0,0,0
23100,6313,0,0,0,0,0,,Belge72,Belge72,Belge72a,Reseau National Belge 1972,D_Belge_1972,Reseau National Belge 1972 (EPSG ID 6313),,,Reseau National Belge 1972,,,,,,,,,0,0,0
23200,6314,0,0,0,0,0,,DHDN,DHDN,DHDN/2,Deutsches Hauptdreiecksnetz,D_Deutsches_Hauptdreiecksnetz|D_Deutsche_Hauptdreiecksnetz,Deutsches Hauptdreiecksnetz (EPSG ID 6314),,,Deutsches Hauptdreiecksnetz,,,,DHDN (Potsdam/Rauenberg),,,,Alias in ESRI name required to support a legacy misspelling of the name.,0,0,0
23300,6315,0,0,0,0,0,,Conakry05,Conakry05,Conakry1905,Conakry 1905,D_Conakry_1905,Conakry 1905 (EPSG ID 6315),,,Conakry 1905,,,,,,,,,0,0,0
23400,6316,0,0,0,0,0,,DealulPiscului33,DealulPiscului33,DealulPiscului1933,Dealul Piscului 1930,D_Dealul_Piscului_1933,Dealul Piscului 1933 (EPSG ID 6316),,,Dealul Piscului 1933,,,,,,,,,0,0,0
23500,6317,0,0,0,0,0,,DealulPiscului70,DealulPiscului70,DealulPiscului1970,Dealul Piscului 1970,D_Dealul_Piscului_1970,Dealul Piscului 1970 (EPSG ID 6317),,,Dealul Piscului 1970,,,,,,,,,0,65536,0
23600,6318,0,0,0,0,0,,NtlGeodeticNet,NtlGeodeticNet,NtlGeodeticNet,National Geodetic Network,D_NGN,National Geodetic Network (EPSG ID 6318),,,National Geodetic Network,,,,,,,,,0,65536,0
23700,6319,0,0,0,0,0,,KuwaitUtility,KuwaitUtility,KuwaitUtility,Kuwait Utility,D_Kuwait_Utility,Kuwait Utility (EPSG ID 6319),,,Kuwait Utility,,,,,,,,,0,65536,0
23800,6322,0,0,0,0,0,,WGS72,WGS72,WGS72,World Geodetic System 1972,D_WGS_1972,World Geodetic System 1972 (EPSG ID 6322),,,World Geodetic System 1972,,,,WGS 72,,,,,0,0,0
23900,6324,0,0,0,0,0,,WGS72-TBE,WGS72-TBE,WGS72-TBE/a,WGS 72 Transit Broadcast Ephemeris,D_WGS_1972_BE,WGS 72 Transit Broadcast Ephemeris (EPSG ID 6324),,,WGS 72 Transit Broadcast Ephemeris,,,,,,,,,0,0,0
24000,6326,0,0,0,0,0,,WGS84,WGS84,WGS84,World Geodetic System 1984,D_WGS_1984,World Geodetic System 1984 (EPSG ID 6326),,,World Geodetic System 1984,,,,WGS 84,D_WGS_1984,,,,0,0,0
24100,6600,0,0,0,0,0,,Anguilla57,Anguilla57,,Anguilla 1957,D_Anguilla_1957,Anguilla 1957 (EPSG ID 6600),,,Anguilla 1957,,,,,,,"This datum uses an unsupported transformation method.
",,0,0,0
24200,6601,0,0,0,0,0,,Antigua43,Antigua43,Antigua1943,Antigua 1943,D_Antigua_1943,Antigua 1943 (EPSG ID 6601),,,Antigua 1943,,,,,,,,,0,0,0
24300,6602,0,0,0,0,0,,Dominica45,Dominica45,Dominica1945,Dominica 1945,D_Dominica_1945,Dominica 1945 (EPSG ID 6602),,,Dominica 1945,,,,,,,,,0,0,0
24400,6603,0,0,0,0,0,,Grenada53,Grenada53,Grenada1953,Grenada 1953,D_Grenada_1953,Grenada 1953 (EPSG ID 6603),,,Grenada 1953,,,,,,,,,0,0,0
24500,6604,0,0,0,0,0,,Montserrat58,Montserrat58,Montserrat1958,Montserrat 1958,D_Montserrat_1958,Montserrat 1958 (EPSG ID 6604),,,Montserrat 1958,,,,,,,,,0,0,0
