Lat/Long, -84.000, -83.750, -83.500, -83.250, -83.000, -82.750, -82.500, -82.250, -82.000, -81.750, -81.500, -81.250, -81.000, -80.750, -80.500, -80.250, -80.000, -79.750, -79.500, -79.250, -79.000, -78.750, -78.500, -78.250, -78.000, -77.750, -77.500, -77.250, -77.000, -76.750
  38.750,-0.00743,-0.00704,-0.00674,-0.00656,-0.00646,-0.00635,-0.00739,-0.00950,-0.00728,-0.00666,-0.00687,-0.00600,-0.00600,-0.00599,-0.00600,-0.00500,-0.00700,-0.00399,-0.00504,-0.00300,-0.00200,-0.00100,-0.00281,-0.00302,-0.00244,-0.00138,-0.00010, 0.00063, 0.00116, 0.00168
  38.500,-0.00751,-0.00718,-0.00694,-0.00684,-0.00683,-0.00606,-0.00629,-0.00720,-0.00789,-0.00787,-0.00792,-0.00794,-0.00700,-0.00699,-0.00688,-0.00601,-0.00490,-0.00253,-0.00180, 0.00792,-0.00121,-0.00231,-0.00359,-0.00388,-0.00336,-0.00225,-0.00096, 0.00007, 0.00088, 0.00159
  38.250,-0.00753,-0.00718,-0.00685,-0.00653,-0.00620,-0.00614,-0.00766,-0.00714,-0.00798,-0.00810,-0.00893,-0.00933,-0.00850,-0.00656,-0.00601,-0.00575,-0.00200,-0.00876,-0.00206, 0.00125,-0.00288,-0.00367,-0.00416,-0.00416,-0.00362,-0.00261,-0.00142,-0.00032, 0.00064, 0.00149
  38.000,-0.00758,-0.00722,-0.00684,-0.00643,-0.00605,-0.00609,-0.00703,-0.00694,-0.00709,-0.00787,-0.00810,-0.00971,-0.00948,-0.01213,-0.00825,-0.00475,-0.00314,-0.00727,-0.00070, 0.00022,-0.00212,-0.00335,-0.00390,-0.00391,-0.00344,-0.00258,-0.00153,-0.00047, 0.00053, 0.00145
  37.750,-0.00771,-0.00740,-0.00709,-0.00680,-0.00665,-0.00680,-0.00709,-0.00693,-0.00711,-0.00775,-0.00715,-0.00732,-0.00746,-0.00908,-0.00565,-0.00121, 0.00089,-0.00028, 0.00113, 0.00048,-0.00131,-0.00260,-0.00325,-0.00335,-0.00298,-0.00228,-0.00137,-0.00039, 0.00058, 0.00152
  37.500,-0.00795,-0.00773,-0.00754,-0.00742,-0.00745,-0.00769,-0.00797,-0.00799,-0.00890,-0.00898,-0.00862,-0.00768,-0.00521,-0.00472,-0.00331,-0.00085,-0.00048,-0.00081,-0.00002,-0.00027,-0.00125,-0.00213,-0.00264,-0.00272,-0.00242,-0.00182,-0.00102,-0.00013, 0.00078, 0.00169
  37.250,-0.00827,-0.00815,-0.00809,-0.00813,-0.00832,-0.00869,-0.00924,-0.01005,-0.01168,-0.01000,-0.00915,-0.00794,-0.00593,-0.00529,-0.00426,-0.00314,-0.00402,-0.00304,-0.00189,-0.00148,-0.00167,-0.00202,-0.00222,-0.00217,-0.00184,-0.00129,-0.00058, 0.00024, 0.00109, 0.00196
  37.000,-0.00863,-0.00862,-0.00866,-0.00881,-0.00909,-0.00953,-0.01011,-0.01084,-0.01175,-0.01301,-0.00807,-0.00512,-0.00424,-0.00600,-0.00625,-0.00546,-0.00537,-0.00440,-0.00327,-0.00251,-0.00218,-0.00206,-0.00194,-0.00170,-0.00131,-0.00076,-0.00008, 0.00068, 0.00148, 0.00230
  36.750,-0.00901,-0.00907,-0.00919,-0.00940,-0.00972,-0.01015,-0.01067,-0.01123,-0.01171,-0.01165,-0.00831,-0.00570,-0.00499,-0.00603,-0.00655,-0.00630,-0.00591,-0.00506,-0.00403,-0.00316,-0.00254,-0.00209,-0.00171,-0.00130,-0.00081,-0.00023, 0.00043, 0.00115, 0.00191, 0.00268
  36.500,-0.00938,-0.00949,-0.00965,-0.00988,-0.01017,-0.01053,-0.01091,-0.01121,-0.01125,-0.01060,-0.00851,-0.00664,-0.00593,-0.00625,-0.00655,-0.00643,-0.00601,-0.00526,-0.00434,-0.00345,-0.00269,-0.00205,-0.00148,-0.00093,-0.00035, 0.00027, 0.00094, 0.00164, 0.00237, 0.00311
  36.250,-0.00974,-0.00986,-0.01003,-0.01024,-0.01048,-0.01073,-0.01094,-0.01101,-0.01079,-0.01003,-0.00864,-0.00732,-0.00663,-0.00652,-0.00652,-0.00633,-0.00588,-0.00519,-0.00435,-0.00348,-0.00265,-0.00190,-0.00121,-0.00055, 0.00010, 0.00077, 0.00144, 0.00214, 0.00284, 0.00355
  36.000,-0.01006,-0.01019,-0.01034,-0.01051,-0.01068,-0.01082,-0.01088,-0.01078,-0.01043,-0.00973,-0.00872,-0.00774,-0.00708,-0.00673,-0.00649,-0.00617,-0.00568,-0.00500,-0.00420,-0.00335,-0.00249,-0.00168,-0.00091,-0.00017, 0.00054, 0.00124, 0.00194, 0.00262, 0.00331, 0.00400
