Lat/Long,-125.000,-124.750,-124.500,-124.250,-124.000,-123.750,-123.500,-123.250,-123.000,-122.750,-122.500,-122.250,-122.000,-121.750,-121.500,-121.250,-121.000,-120.750,-120.500,-120.250,-120.000,-119.750,-119.500,-119.250,-119.000,-118.750,-118.500,-118.250,-118.000,-117.750,-117.500,-117.250,-117.000,-116.750,-116.500,-116.250,-116.000,-115.750,-115.500,-115.250,-115.000,-114.750,-114.500,-114.250,-114.000
  43.000,-0.01487,-0.01435,-0.01380,-0.01325,-0.01281,-0.01280,-0.01307,-0.01381,-0.01475,-0.01541,-0.01536,-0.01440,-0.01285,-0.01106,-0.00908,-0.00705,-0.00516,-0.00347,-0.00195,-0.00057, 0.00066, 0.00169, 0.00248, 0.00311, 0.00368, 0.00422, 0.00469, 0.00505, 0.00528, 0.00546, 0.00567, 0.00584, 0.00589, 0.00584, 0.00564, 0.00527, 0.00482, 0.00440, 0.00406, 0.00377, 0.00343, 0.00303, 0.00259, 0.00214, 0.00168
  42.750,-0.01610,-0.01498,-0.01386,-0.01266,-0.01153,-0.01132,-0.01127,-0.01215,-0.01358,-0.01466,-0.01475,-0.01342,-0.01148,-0.00958,-0.00752,-0.00542,-0.00367,-0.00223,-0.00103, 0.00006, 0.00106, 0.00186, 0.00231, 0.00263, 0.00298, 0.00338, 0.00377, 0.00399, 0.00399, 0.00397, 0.00417, 0.00435, 0.00438, 0.00443, 0.00431, 0.00394, 0.00348, 0.00313, 0.00290, 0.00281, 0.00259, 0.00225, 0.00187, 0.00148, 0.00110
  42.500,-0.01718,-0.01543,-0.01372,-0.01184,-0.00964,-0.00983,-0.00898,-0.01016,-0.01232,-0.01396,-0.01436,-0.01225,-0.00967,-0.00791,-0.00576,-0.00355,-0.00208,-0.00097,-0.00017, 0.00058, 0.00135, 0.00196, 0.00197, 0.00196, 0.00210, 0.00244, 0.00284, 0.00295, 0.00262, 0.00223, 0.00254, 0.00273, 0.00258, 0.00287, 0.00294, 0.00257, 0.00209, 0.00182, 0.00172, 0.00192, 0.00179, 0.00146, 0.00113, 0.00081, 0.00052
  42.250,-0.01806,-0.01551,-0.01313,-0.01074,-0.00650,-0.00904,-0.00604,-0.00791,-0.01099,-0.01298,-0.01408,-0.01057,-0.00707,-0.00615,-0.00356,-0.00141,-0.00056, 0.00031, 0.00061, 0.00087, 0.00138, 0.00188, 0.00131, 0.00101, 0.00101, 0.00136, 0.00193, 0.00201, 0.00120, 0.00004, 0.00079, 0.00096, 0.00008, 0.00098, 0.00150, 0.00113, 0.00068, 0.00061, 0.00055, 0.00113, 0.00098, 0.00062, 0.00035, 0.00013,-0.00006
  42.000,-0.01884,-0.01505,-0.01126,-0.00864,-0.00183,-0.00979,-0.00284,-0.00641,-0.00960,-0.01069,-0.01263,-0.00811,-0.00382,-0.00500, 0.00084, 0.00020, 0.00020, 0.00171, 0.00161, 0.00092, 0.00100, 0.00098, 0.00010,-0.00016,-0.00024, 0.00017, 0.00106, 0.00114,-0.00016,-0.00268,-0.00090,-0.00088,-0.00400,-0.00159,-0.00013,-0.00041,-0.00051,-0.00025,-0.00008, 0.00007, 0.00000,-0.00032,-0.00045,-0.00054,-0.00062
  41.750,-0.02024,-0.01495,-0.00689, 0.00402, 0.00485, 0.00007,-0.00243,-0.00894,-0.00730,-0.00850,-0.00911,-0.00715,-0.00449,-0.00108, 0.00494,-0.00167,-0.00081, 0.00375, 0.00449, 0.00070, 0.00130, 0.00008,-0.00059,-0.00103,-0.00139,-0.00073, 0.00013,-0.00049,-0.00195,-0.00359,-0.00315,-0.00325,-0.00486,-0.00379,-0.00261,-0.00225,-0.00197,-0.00158,-0.00126,-0.00108,-0.00104,-0.00114,-0.00117,-0.00116,-0.00114
  41.500,-0.02380,-0.02050,-0.01579,-0.01070,-0.00942, 0.00160,-0.00267,-0.00907,-0.00666,-0.00730,-0.01406,-0.00694,-0.00569, 0.00100,-0.00341,-0.00425,-0.00203, 0.00213, 0.00800, 0.00382, 0.00214,-0.00161,-0.00260,-0.00495,-0.00398,-0.00293,-0.00238,-0.00295,-0.00416,-0.00534,-0.00562,-0.00590,-0.00646,-0.00590,-0.00499,-0.00430,-0.00370,-0.00313,-0.00264,-0.00229,-0.00208,-0.00197,-0.00186,-0.00174,-0.00162
  41.250,-0.02765,-0.02774,-0.02769,-0.02682,-0.02355,-0.01209,-0.00640,-0.00795,-0.00678,-0.00645,-0.00437,-0.00395,-0.00750,-0.00108,-0.00446,-0.00490,-0.00507,-0.00275,-0.00039,-0.00372,-0.00573,-0.00398,-0.00261,-0.00432,-0.00482,-0.00479,-0.00492,-0.00566,-0.00676,-0.00779,-0.00833,-0.00860,-0.00867,-0.00814,-0.00727,-0.00638,-0.00553,-0.00474,-0.00405,-0.00351,-0.00309,-0.00278,-0.00252,-0.00228,-0.00206
  41.000,-0.02878,-0.03151,-0.03489,-0.03593,-0.02681,-0.01897,-0.01220,-0.00935,-0.00720,-0.00283,-0.00139,-0.00463,-0.00292, 0.00006, 0.00584,-0.00365,-0.01464,-0.01292,-0.00459,-0.00701,-0.00652,-0.00783,-0.00592,-0.00534,-0.00620,-0.00669,-0.00733,-0.00837,-0.00958,-0.01063,-0.01124,-0.01142,-0.01119,-0.01051,-0.00951,-0.00841,-0.00732,-0.00630,-0.00540,-0.00465,-0.00404,-0.00355,-0.00313,-0.00277,-0.00245
