Lat/Long,-104.500,-104.250,-104.000,-103.750,-103.500,-103.250,-103.000,-102.750,-102.500,-102.250,-102.000,-101.750,-101.500,-101.250,-101.000,-100.750,-100.500,-100.250,-100.000, -99.750, -99.500, -99.250, -99.000, -98.750, -98.500, -98.250, -98.000, -97.750, -97.500, -97.250, -97.000, -96.750, -96.500, -96.250, -96.000, -95.750, -95.500, -95.250, -95.000, -94.750, -94.500
  43.500, 0.02750, 0.02743, 0.02770, 0.02638, 0.01330, 0.00549, 0.00088, 0.00033,-0.00071, 0.00109, 0.00343, 0.00053,-0.00439,-0.00648,-0.00569,-0.00502,-0.00491,-0.00202,-0.00202,-0.00264,-0.00171,-0.00372,-0.00812,-0.00999,-0.00546, 0.00186, 0.00803, 0.00500, 0.00407, 0.00965, 0.01509, 0.01971, 0.01186, 0.00842, 0.00601, 0.00310, 0.00527, 0.01172, 0.01374, 0.01218, 0.01123
  43.250, 0.02109, 0.02110, 0.02230, 0.02448, 0.00809, 0.00356,-0.00200,-0.00056,-0.00130,-0.00289,-0.00527,-0.00762,-0.01147,-0.01252,-0.01080,-0.01006,-0.01319,-0.01700,-0.01624,-0.00786,-0.00488,-0.00649,-0.00863,-0.01140,-0.00752,-0.00038, 0.00578, 0.00510, 0.00661, 0.00911, 0.00900, 0.00908, 0.00815, 0.00596, 0.00426, 0.00200, 0.00047, 0.00749, 0.01165, 0.00895, 0.00860
  43.000, 0.01533, 0.01546, 0.01800, 0.01987, 0.01559, 0.01300, 0.00600, 0.00303, 0.00100,-0.00200,-0.00471,-0.00687,-0.00945,-0.01014,-0.01000,-0.01000,-0.01232,-0.01300,-0.01335,-0.01041,-0.00869,-0.00800,-0.00783,-0.00700,-0.00719,-0.00209, 0.00332, 0.00458, 0.00620, 0.01058, 0.00925, 0.00842, 0.00534, 0.00423, 0.00483, 0.00224,-0.00071, 0.00463, 0.00870, 0.00789, 0.00725
  42.750, 0.01093, 0.01191, 0.01677, 0.01761, 0.01990, 0.01984, 0.01105, 0.00614, 0.00254,-0.00218,-0.00446,-0.00558,-0.00721,-0.00825,-0.00861,-0.00899,-0.01028,-0.01108,-0.01205,-0.01755,-0.01050,-0.00799,-0.00782,-0.00651,-0.00510,-0.00191, 0.00085, 0.00364, 0.00719, 0.00869, 0.00811, 0.00691, 0.00364, 0.00172, 0.00288, 0.00124, 0.00007, 0.00350, 0.00685, 0.00623, 0.00568
  42.500, 0.00761, 0.00341, 0.00366, 0.00479, 0.00809, 0.00854, 0.00702, 0.00858, 0.00506,-0.00046,-0.00320,-0.00430,-0.00564,-0.00674,-0.00724,-0.00704,-0.00726,-0.00925,-0.01196,-0.01321,-0.01032,-0.00953,-0.00818,-0.00655,-0.00400,-0.00384,-0.00400,-0.00207, 0.00763, 0.00619, 0.00567, 0.00411, 0.00193,-0.00054, 0.00082,-0.00062, 0.00048,-0.00060, 0.00145, 0.00232, 0.00227
  42.250, 0.00219,-0.00650,-0.01007,-0.00834,-0.00246, 0.00240, 0.00300, 0.00235, 0.00134,-0.00089,-0.00221,-0.00408,-0.00491,-0.00587,-0.00593,-0.00581,-0.00545,-0.00758,-0.00908,-0.01194,-0.01195,-0.01012,-0.00851,-0.00754,-0.00500,-0.00344,-0.00330,-0.00537,-0.00195, 0.00140, 0.00209, 0.00150, 0.00117, 0.00680, 0.00257, 0.00053,-0.00016,-0.00061, 0.00004, 0.00048, 0.00093
  42.000,-0.00034,-0.00500,-0.00741,-0.00789,-0.00485,-0.00094, 0.00002, 0.00066,-0.00079,-0.00176,-0.00309,-0.00410,-0.00502,-0.00589,-0.00607,-0.00668,-0.00588,-0.00678,-0.00807,-0.01016,-0.01159,-0.01069,-0.01041,-0.00709,-0.00600,-0.00561,-0.00483,-0.00416,-0.00061,-0.00205,-0.00087,-0.00020, 0.00016, 0.00191, 0.00052,-0.00041,-0.00084,-0.00014,-0.00008,-0.00034, 0.00049
  41.750,-0.00100,-0.00800,-0.00679,-0.00438,-0.00691,-0.00360,-0.00237,-0.00347,-0.00431,-0.00397,-0.00415,-0.00403,-0.00492,-0.00581,-0.00601,-0.00681,-0.00614,-0.00694,-0.00714,-0.00687,-0.00713,-0.00752,-0.00733,-0.00713,-0.00608,-0.00600,-0.00500,-0.00500,-0.00400,-0.00350,-0.00065,-0.00045,-0.00088,-0.00020,-0.00084,-0.00199,-0.00207,-0.00114,-0.00102,-0.00203, 0.00040
  41.500, 0.00088,-0.00008,-0.00200,-0.00093,-0.00215,-0.00204,-0.00196,-0.00219,-0.00224,-0.00308,-0.00400,-0.00398,-0.00488,-0.00606,-0.00670,-0.00758,-0.00824,-0.00718,-0.00700,-0.00615,-0.00538,-0.00586,-0.00569,-0.00521,-0.00545,-0.00501,-0.00414,-0.00489,-0.00410,-0.00263, 0.00146,-0.00075,-0.00406,-0.00180,-0.00035,-0.00323,-0.00294,-0.00200,-0.00037,-0.00274, 0.00215
