Lat/Long,-116.000,-115.750,-115.500,-115.250,-115.000,-114.750,-114.500,-114.250,-114.000,-113.750,-113.500,-113.250,-113.000,-112.750,-112.500,-112.250,-112.000,-111.750,-111.500,-111.250,-111.000,-110.750,-110.500,-110.250,-110.000,-109.750,-109.500,-109.250,-109.000,-108.750,-108.500,-108.250,-108.000
  38.000,-0.00414,-0.00350,-0.00286,-0.00229,-0.00186,-0.00155,-0.00128,-0.00102,-0.00083,-0.00077,-0.00075,-0.00074,-0.00075,-0.00080,-0.00086,-0.00097,-0.00117,-0.00137,-0.00156,-0.00184,-0.00213,-0.00226,-0.00232,-0.00241,-0.00247,-0.00230,-0.00169,-0.00043, 0.00131, 0.00369, 0.00643, 0.00871, 0.01077
  37.750,-0.00348,-0.00283,-0.00211,-0.00144,-0.00102,-0.00075,-0.00051,-0.00020, 0.00002, 0.00001,-0.00003, 0.00002, 0.00000,-0.00004,-0.00003,-0.00005,-0.00021,-0.00028,-0.00029,-0.00061,-0.00111,-0.00122,-0.00124,-0.00137,-0.00159,-0.00160,-0.00120, 0.00002, 0.00140, 0.00365, 0.00661, 0.00827, 0.00975
  37.500,-0.00286,-0.00224,-0.00143,-0.00058,-0.00012, 0.00010, 0.00022, 0.00064, 0.00096, 0.00076, 0.00064, 0.00080, 0.00074, 0.00059, 0.00065, 0.00075, 0.00069, 0.00086, 0.00127, 0.00089,-0.00019,-0.00035,-0.00031,-0.00042,-0.00070,-0.00062,-0.00034, 0.00122, 0.00181, 0.00371, 0.00695, 0.00750, 0.00854
  37.250,-0.00230,-0.00180,-0.00095, 0.00018, 0.00086, 0.00116, 0.00092, 0.00149, 0.00203, 0.00145, 0.00124, 0.00174, 0.00151, 0.00111, 0.00100, 0.00100, 0.00151, 0.00224, 0.00333, 0.00302, 0.00086, 0.00000,-0.00005,-0.00001,-0.00002, 0.00086, 0.00177, 0.00378, 0.00327, 0.00528, 0.00531, 0.00570, 0.00722
  37.000,-0.00171,-0.00150,-0.00075, 0.00100, 0.00215, 0.00310, 0.00189, 0.00209, 0.00292, 0.00200, 0.00200, 0.00307, 0.00231, 0.00197, 0.00094,-0.00100, 0.00290, 0.00531, 0.00510, 0.00600, 0.00310, 0.00093,-0.00013,-0.00003, 0.00014, 0.00172, 0.00395, 0.00570,-0.00197, 0.00700, 0.00706, 0.00699, 0.00732
  36.750,-0.00093,-0.00116,-0.00116, 0.00008, 0.00490, 0.00573, 0.00504, 0.00400, 0.00419, 0.00297, 0.00372, 0.00416, 0.00391, 0.00483, 0.00615, 0.00435, 0.00048, 0.00301, 0.00465, 0.00471, 0.00235, 0.00113,-0.00005,-0.00039,-0.00103, 0.00000, 0.00275, 0.00697, 0.01061, 0.00666, 0.00711, 0.00793, 0.00729
  36.500, 0.00035, 0.00022, 0.00049, 0.00367, 0.01698, 0.00800, 0.00575, 0.00662, 0.00594, 0.00541, 0.00505, 0.00529, 0.00495, 0.00544, 0.00786, 0.00592, 0.00138, 0.00196, 0.00149, 0.00101, 0.00052, 0.00022,-0.00017,-0.00103,-0.00169,-0.00029, 0.00037, 0.00161, 0.00381, 0.00504, 0.00795, 0.00660, 0.00576
  36.250, 0.00163, 0.00196, 0.00270, 0.00755, 0.01033, 0.01233, 0.00973, 0.00595, 0.00691, 0.00695, 0.00633, 0.00692, 0.00802, 0.00840, 0.00790, 0.00501, 0.00087,-0.00074,-0.00045,-0.00000,-0.00100,-0.00120,-0.00097,-0.00174,-0.00259,-0.00261,-0.00138,-0.00129, 0.00065, 0.00176, 0.00290, 0.00282, 0.00298
  36.000, 0.00152, 0.00142, 0.00019, 0.00449, 0.00700, 0.01079, 0.01062, 0.00700, 0.00698, 0.00697, 0.00694, 0.00790, 0.00810, 0.00728, 0.00579, 0.00471, 0.00260,-0.00163,-0.00199,-0.00108,-0.00195,-0.00206,-0.00200,-0.00209,-0.00244,-0.00236,-0.00214,-0.00171,-0.00478,-0.00166,-0.00211,-0.00111, 0.00027
  35.750,-0.00073,-0.00475,-0.00763,-0.00469, 0.00193, 0.00628, 0.00700, 0.00822, 0.00710, 0.00602, 0.00627, 0.00760, 0.00802, 0.00641, 0.00410, 0.00184,-0.00792,-0.00292,-0.00117, 0.00098, 0.00219, 0.00139,-0.00059,-0.00092,-0.00109,-0.00060,-0.00081,-0.00129,-0.00271,-0.00126,-0.00313,-0.00221,-0.00075
  35.500, 0.00031,-0.00358,-0.00517,-0.00746,-0.00176, 0.00033, 0.00140, 0.00344, 0.00541, 0.00507, 0.00576, 0.00719, 0.00543, 0.00202, 0.00173, 0.00156, 0.00076, 0.00039, 0.00259, 0.00391, 0.00271, 0.00183, 0.00162, 0.00200, 0.00228, 0.00117, 0.00086, 0.00047,-0.00038, 0.00000, 0.00000,-0.00052, 0.00001
  35.250, 0.00366, 0.00184,-0.00097,-0.00752,-0.00777,-0.00491,-0.00354,-0.00312, 0.00297, 0.00207, 0.00059, 0.00068,-0.00027,-0.00006, 0.00107, 0.00210, 0.00200, 0.00365, 0.00620, 0.00711, 0.00577, 0.00423, 0.00375, 0.00366, 0.00424, 0.00394, 0.00463, 0.00371, 0.00171, 0.00075, 0.00135, 0.00170, 0.00138
  35.000, 0.00441, 0.00065,-0.00525,-0.00987,-0.01029,-0.00911,-0.00583,-0.00349,-0.00300,-0.00084,-0.00021,-0.00031,-0.00152,-0.00236, 0.00292, 0.00385, 0.00310, 0.00364, 0.00922, 0.00634, 0.00692, 0.00594, 0.00589, 0.00652, 0.00691, 0.00677, 0.00739, 0.00864, 0.00351, 0.00252, 0.00201, 0.00199, 0.00181
  34.750, 0.00435, 0.00001,-0.00793,-0.01472,-0.01313,-0.01007,-0.00600,-0.00226,-0.00148,-0.00022, 0.00018, 0.00017, 0.00064, 0.00067, 0.00227, 0.00316, 0.00500, 0.00487, 0.00556, 0.00674, 0.00687, 0.00630, 0.00699, 0.00689, 0.00719, 0.00771, 0.00474, 0.00200,-0.00011, 0.00050, 0.00079, 0.00123, 0.00155
