Lat/Long, -95.000, -94.750, -94.500, -94.250, -94.000, -93.750, -93.500, -93.250, -93.000, -92.750, -92.500, -92.250, -92.000, -91.750, -91.500, -91.250, -91.000, -90.750, -90.500, -90.250, -90.000, -89.750, -89.500, -89.250, -89.000, -88.750
  37.000, 0.01084, 0.00429, 0.00198, 0.00196, 0.00013,-0.00005,-0.00006, 0.00100,-0.00321,-0.00185, 0.00050,-0.00006,-0.00006, 0.00000,-0.00002, 0.00081, 0.00015, 0.00091, 0.00000,-0.00038,-0.00094,-0.00302,-0.00341,-0.00302,-0.00280,-0.00265
  36.750, 0.00957,-0.00466,-0.00136,-0.00101,-0.00008, 0.00000, 0.00139, 0.00295, 0.00026,-0.00100,-0.00080, 0.00081, 0.00097, 0.00181, 0.00010, 0.00081,-0.00003, 0.00004, 0.00071, 0.00018,-0.00019,-0.00171,-0.00008,-0.00047,-0.00095,-0.00124
  36.500, 0.00994,-0.00012,-0.00438,-0.00203,-0.00105,-0.00085, 0.00350, 0.00662, 0.00151,-0.00093,-0.00288, 0.00050, 0.00096, 0.00194, 0.00101, 0.00099,-0.00001, 0.00002, 0.00022, 0.00101, 0.00184, 0.00129, 0.00166, 0.00081, 0.00012,-0.00032
  36.250, 0.01176, 0.00610,-0.00221,-0.00135,-0.00082,-0.00120,-0.00189, 0.00116,-0.00037,-0.00117,-0.00185,-0.00027, 0.00014, 0.00094, 0.00094, 0.00007,-0.00004, 0.00019, 0.00144, 0.00066,-0.00050, 0.00098, 0.00022, 0.00031, 0.00019, 0.00001
  36.000, 0.00841, 0.00291,-0.00102, 0.00017, 0.00094,-0.00290,-0.00434,-0.00221,-0.00116,-0.00092,-0.00076,-0.00004, 0.00090, 0.00103, 0.00101, 0.00078, 0.00003, 0.00002,-0.00020,-0.00165,-0.00100,-0.00100,-0.00022,-0.00006, 0.00004, 0.00006
  35.750, 0.01118, 0.00726, 0.00249, 0.00390, 0.00276,-0.00048,-0.00485,-0.00403,-0.00214, 0.00059, 0.00081, 0.00097, 0.00093, 0.00073, 0.00008,-0.00066,-0.00004, 0.00065, 0.00000,-0.00010, 0.00200,-0.00046,-0.00094,-0.00051,-0.00016, 0.00001
  35.500, 0.01402, 0.01329, 0.00890, 0.00792, 0.00660, 0.00432, 0.00229, 0.00043,-0.00032, 0.00077, 0.00214, 0.00400, 0.00094,-0.00001, 0.00073, 0.00005, 0.00085, 0.00021,-0.00001,-0.00008,-0.00055,-0.00094,-0.00085,-0.00040,-0.00012, 0.00001
  35.250, 0.00832, 0.00838, 0.00892, 0.00948, 0.00835, 0.00572, 0.00406, 0.00274, 0.00323, 0.00530, 0.00720, 0.00645, 0.00211,-0.00100, 0.00021, 0.00099, 0.00267, 0.00000,-0.00017,-0.00073,-0.00103,-0.00100,-0.00003, 0.00011, 0.00008, 0.00003
  35.000, 0.00882, 0.00858, 0.00724, 0.00654, 0.00648, 0.00680, 0.00641, 0.00537, 0.00600, 0.00717, 0.00977, 0.01103, 0.00529, 0.00294, 0.00362, 0.00200, 0.00201, 0.00100,-0.00061,-0.00021,-0.00100,-0.00248,-0.00008, 0.00017, 0.00005,-0.00009
  34.750, 0.01013, 0.00901, 0.00797, 0.00696, 0.00685, 0.00637, 0.00800, 0.00700, 0.00720, 0.00852, 0.01076, 0.01108, 0.00901, 0.00605, 0.00435, 0.00305, 0.00304, 0.00189,-0.00001,-0.00081,-0.00009, 0.00033,-0.00002,-0.00018,-0.00028,-0.00035
  34.500, 0.01110, 0.00878, 0.00761, 0.00696, 0.00699, 0.00767, 0.00809, 0.00798, 0.00797, 0.00886, 0.00904, 0.00885, 0.00809, 0.00602, 0.00491, 0.00403, 0.00334, 0.00097,-0.00089,-0.00009, 0.00098, 0.00069,-0.00069,-0.00073,-0.00065,-0.00061
  34.250, 0.01126, 0.00882, 0.00661, 0.00439, 0.00674, 0.00793, 0.00808, 0.00809, 0.00894, 0.00900, 0.00901, 0.00793, 0.00697, 0.00611, 0.00589, 0.00521, 0.00503, 0.00227, 0.00111, 0.00104, 0.00109, 0.00067,-0.00029,-0.00061,-0.00067,-0.00068
  34.000, 0.01222, 0.01011, 0.00787, 0.00643, 0.00863, 0.00928, 0.00905, 0.00809, 0.00817, 0.00899, 0.00891, 0.00782, 0.00676, 0.00594, 0.00601, 0.00495, 0.00398, 0.00300, 0.00271, 0.00200, 0.00155, 0.00097, 0.00025,-0.00019,-0.00041,-0.00052
  33.750, 0.01315, 0.01062, 0.00974, 0.00908, 0.00991, 0.01074, 0.00997, 0.00909, 0.00807, 0.00800, 0.00790, 0.00700, 0.00605, 0.00508, 0.00494, 0.00335, 0.00393, 0.00400, 0.00382, 0.00289, 0.00213, 0.00146, 0.00081, 0.00034, 0.00002,-0.00020
  33.500, 0.01316, 0.01273, 0.01230, 0.01665, 0.01221, 0.01374, 0.01128, 0.01010, 0.00823, 0.00781, 0.00713, 0.00640, 0.00584, 0.00586, 0.00525, 0.00487, 0.00487, 0.00400, 0.00300, 0.00283, 0.00245, 0.00193, 0.00138, 0.00090, 0.00053, 0.00024
  33.250, 0.01303, 0.01202, 0.01084, 0.01149, 0.00935, 0.01141, 0.01200, 0.01100, 0.00980, 0.00883, 0.00781, 0.00745, 0.00600, 0.00606, 0.00653, 0.00743, 0.00596, 0.00500, 0.00407, 0.00351, 0.00301, 0.00248, 0.00196, 0.00148, 0.00108, 0.00073
  33.000, 0.01317, 0.01202, 0.01096, 0.01106, 0.01085, 0.01102, 0.01095, 0.01010, 0.00987, 0.00908, 0.00817, 0.00800, 0.00700, 0.00698, 0.00700, 0.00797, 0.00609, 0.00502, 0.00481, 0.00420, 0.00360, 0.00305, 0.00252, 0.00205, 0.00163, 0.00126
  32.750, 0.01387, 0.01192, 0.01088, 0.01070, 0.01008, 0.01096, 0.00989, 0.00894, 0.00898, 0.00902, 0.00895, 0.00789, 0.00699, 0.00700, 0.00700, 0.00684, 0.00582, 0.00504, 0.00492, 0.00452, 0.00402, 0.00351, 0.00303, 0.00258, 0.00217, 0.00180
  32.500, 0.02040, 0.01266, 0.01098, 0.00922, 0.00980, 0.01100, 0.00888, 0.00730, 0.00889, 0.00900, 0.00896, 0.00800, 0.00701, 0.00697, 0.00685, 0.00502, 0.00494, 0.00497, 0.00491, 0.00465, 0.00427, 0.00386, 0.00345, 0.00305, 0.00268, 0.00233
  32.250, 0.02268, 0.01615, 0.01264, 0.01040, 0.00996, 0.00996, 0.00858, 0.00760, 0.00826, 0.00850, 0.00841, 0.00777, 0.00704, 0.00667, 0.00616, 0.00498, 0.00473, 0.00478, 0.00479, 0.00466, 0.00442, 0.00412, 0.00380, 0.00347, 0.00315, 0.00283
  32.000, 0.02482, 0.01912, 0.01493, 0.01210, 0.01061, 0.00969, 0.00857, 0.00783, 0.00789, 0.00796, 0.00783, 0.00739, 0.00683, 0.00635, 0.00578, 0.00506, 0.00475, 0.00471, 0.00471, 0.00466, 0.00453, 0.00433, 0.00410, 0.00385, 0.00359, 0.00333
