Lat/Long, -91.000, -90.750, -90.500, -90.250, -90.000, -89.750, -89.500, -89.250, -89.000, -88.750, -88.500, -88.250, -88.000, -87.750, -87.500, -87.250, -87.000, -86.750, -86.500, -86.250, -86.000, -85.750, -85.500, -85.250, -85.000, -84.750, -84.500, -84.250, -84.000, -83.750, -83.500, -83.250, -83.000, -82.750, -82.500, -82.250, -82.000
  48.000, 0.01867, 0.01885, 0.01909, 0.01952, 0.02034, 0.02179, 0.02393, 0.02648, 0.02891, 0.03072, 0.03149, 0.03099, 0.02894, 0.02585, 0.02315, 0.02111, 0.01961, 0.01853, 0.01777, 0.01731, 0.01709, 0.01702, 0.01692, 0.01648, 0.01525, 0.01285, 0.00951, 0.00576, 0.00217,-0.00095,-0.00353,-0.00557,-0.00718,-0.00846,-0.00954,-0.01055,-0.01156
  47.750, 0.01618, 0.01620, 0.01619, 0.01626, 0.01667, 0.01797, 0.02041, 0.02358, 0.02667, 0.02903, 0.03012, 0.02984, 0.02723, 0.02279, 0.01970, 0.01768, 0.01631, 0.01531, 0.01462, 0.01422, 0.01414, 0.01433, 0.01467, 0.01477, 0.01391, 0.01118, 0.00701, 0.00245,-0.00161,-0.00487,-0.00734,-0.00912,-0.01036,-0.01121,-0.01185,-0.01241,-0.01300
  47.500, 0.01387, 0.01383, 0.01365, 0.01327, 0.01297, 0.01388, 0.01662, 0.02057, 0.02436, 0.02729, 0.02851, 0.02890, 0.02570, 0.01929, 0.01617, 0.01437, 0.01320, 0.01228, 0.01157, 0.01116, 0.01112, 0.01149, 0.01230, 0.01324, 0.01325, 0.00996, 0.00452,-0.00115,-0.00563,-0.00886,-0.01111,-0.01256,-0.01338,-0.01379,-0.01399,-0.01413,-0.01434
  47.250, 0.01181, 0.01190, 0.01178, 0.01105, 0.00953, 0.00962, 0.01266, 0.01761, 0.02178, 0.02527, 0.02606, 0.02750, 0.02275, 0.01680, 0.01312, 0.01141, 0.01048, 0.00955, 0.00876, 0.00825, 0.00809, 0.00847, 0.00956, 0.01158, 0.01370, 0.00923, 0.00186,-0.00525,-0.00977,-0.01261,-0.01451,-0.01561,-0.01603,-0.01601,-0.01580,-0.01558,-0.01547
  47.000, 0.01001, 0.01044, 0.01086, 0.01046, 0.00694, 0.00577, 0.00889, 0.01518, 0.01834, 0.02224, 0.02370, 0.02265, 0.01795, 0.01258, 0.00908, 0.00835, 0.00817, 0.00721, 0.00629, 0.00568, 0.00532, 0.00542, 0.00623, 0.00881, 0.01580, 0.00843,-0.00136,-0.01011,-0.01349,-0.01540,-0.01702,-0.01787,-0.01797,-0.01760,-0.01707,-0.01660,-0.01629
  46.750, 0.00833, 0.00915, 0.01068, 0.01266, 0.00619, 0.00477, 0.00631, 0.01441, 0.01301, 0.01587, 0.01652, 0.01216, 0.00881, 0.00648, 0.00317, 0.00509, 0.00652, 0.00526, 0.00430, 0.00381, 0.00335, 0.00316, 0.00291, 0.00333, 0.01872, 0.00501,-0.00513,-0.01549,-0.01513,-0.01586,-0.01792,-0.01891,-0.01885,-0.01828,-0.01760,-0.01705,-0.01670
  46.500, 0.00668, 0.00749, 0.00950, 0.01700, 0.00793, 0.01743, 0.00685, 0.00649, 0.00761, 0.00921, 0.00736, 0.00645, 0.00707, 0.00487,-0.00567, 0.00230, 0.00576, 0.00363, 0.00291, 0.00300, 0.00285, 0.00332, 0.00241, 0.00249, 0.00491,-0.00614,-0.00632,-0.01800,-0.01110,-0.01226,-0.01677,-0.01833,-0.01832,-0.01779,-0.01723,-0.01684,-0.01668
  46.250, 0.00531, 0.00592, 0.00668, 0.00612, 0.00552, 0.00554, 0.00420, 0.00473, 0.00533, 0.01115, 0.01032, 0.00753, 0.00694, 0.00504, 0.00366, 0.00311, 0.00294, 0.00342, 0.00248, 0.00300, 0.00378, 0.01160, 0.00200, 0.00294, 0.00361, 0.00365, 0.00366, 0.00335,-0.00039,-0.00483,-0.01377,-0.01572,-0.01604,-0.01598,-0.01592,-0.01601,-0.01627
  46.000, 0.00416, 0.00459, 0.00492, 0.00461, 0.00503, 0.00488, 0.00344, 0.00413, 0.00599, 0.01219, 0.01234, 0.00696, 0.00520, 0.00421, 0.00396, 0.00299, 0.00196, 0.00353, 0.00391, 0.00385, 0.00301, 0.00366, 0.00302, 0.00229, 0.00199, 0.00238, 0.00234, 0.00329, 0.00750, 0.00300,-0.00574,-0.01003,-0.01194,-0.01303,-0.01390,-0.01476,-0.01565
