Lat/Long,-100.000, -99.750, -99.500, -99.250, -99.000, -98.750, -98.500, -98.250, -98.000, -97.750, -97.500, -97.250, -97.000, -96.750, -96.500, -96.250, -96.000, -95.750, -95.500, -95.250, -95.000, -94.750, -94.500, -94.250, -94.000, -93.750, -93.500, -93.250, -93.000, -92.750, -92.500, -92.250, -92.000, -91.750, -91.500, -91.250, -91.000, -90.750, -90.500, -90.250, -90.000, -89.750, -89.500, -89.250, -89.000, -88.750, -88.500, -88.250, -88.000, -87.750
  35.000, 0.00679, 0.00603, 0.00587, 0.00500, 0.01131, 0.00821, 0.01323, 0.01615, 0.01516, 0.01700, 0.01514, 0.01498, 0.01431, 0.01400, 0.01177, 0.00782, 0.00366, 0.00162, 0.00228, 0.00523, 0.00802, 0.00801, 0.00804, 0.00635, 0.00534, 0.00419, 0.00194, 0.00057,-0.00063,-0.00170,-0.00253,-0.00315,-0.00359,-0.00391,-0.00413,-0.00428,-0.00439,-0.00447,-0.00452,-0.00457,-0.00460,-0.00464,-0.00467,-0.00471,-0.00475,-0.00479,-0.00484,-0.00489,-0.00495,-0.00501
  34.750, 0.00717, 0.00705, 0.00685, 0.00624, 0.01129, 0.01295, 0.01495, 0.01595, 0.01599, 0.01600, 0.01401, 0.01300, 0.01279, 0.01221, 0.00993, 0.00812, 0.00557, 0.00390, 0.00509, 0.01091, 0.01167, 0.00899, 0.00729, 0.00574, 0.00479, 0.00229, 0.00200, 0.00103,-0.00052,-0.00161,-0.00232,-0.00280,-0.00311,-0.00334,-0.00349,-0.00361,-0.00370,-0.00377,-0.00384,-0.00390,-0.00395,-0.00401,-0.00406,-0.00412,-0.00417,-0.00423,-0.00430,-0.00436,-0.00443,-0.00450
  34.500, 0.00787, 0.00795, 0.00800, 0.00869, 0.01091, 0.01519, 0.01754, 0.01526, 0.01497, 0.01321, 0.01306, 0.01100, 0.00987, 0.00895, 0.00878, 0.00808, 0.00707, 0.00600, 0.00807, 0.01197, 0.01103, 0.00870, 0.00726, 0.00501, 0.00466, 0.00304, 0.00199,-0.00008,-0.00104,-0.00167,-0.00209,-0.00236,-0.00254,-0.00268,-0.00278,-0.00288,-0.00296,-0.00305,-0.00313,-0.00321,-0.00329,-0.00337,-0.00345,-0.00353,-0.00360,-0.00368,-0.00375,-0.00383,-0.00391,-0.00399
  34.250, 0.00784, 0.00819, 0.01000, 0.01411, 0.01215, 0.01409, 0.01416, 0.01386, 0.01319, 0.01078, 0.01105, 0.00973, 0.00888, 0.00793, 0.00806, 0.00802, 0.00796, 0.00801, 0.00955, 0.01174, 0.01111, 0.00887, 0.00657, 0.00416, 0.00402, 0.00311, 0.00204,-0.00009,-0.00095,-0.00138,-0.00161,-0.00173,-0.00181,-0.00189,-0.00197,-0.00207,-0.00218,-0.00229,-0.00240,-0.00252,-0.00263,-0.00274,-0.00284,-0.00294,-0.00303,-0.00312,-0.00321,-0.00330,-0.00339,-0.00348
  34.000, 0.00798, 0.00889, 0.00965, 0.01021, 0.01112, 0.01226, 0.01300, 0.01303, 0.01122, 0.01082, 0.01010, 0.00916, 0.00898, 0.00808, 0.00797, 0.00796, 0.00804, 0.00913, 0.01000, 0.01108, 0.01103, 0.01003, 0.00688, 0.00505, 0.00473, 0.00378, 0.00215, 0.00087,-0.00016,-0.00063,-0.00080,-0.00085,-0.00089,-0.00095,-0.00105,-0.00118,-0.00133,-0.00149,-0.00165,-0.00181,-0.00196,-0.00209,-0.00223,-0.00235,-0.00246,-0.00257,-0.00267,-0.00277,-0.00287,-0.00296
  33.750, 0.00800, 0.00868, 0.00713, 0.00885, 0.01090, 0.01200, 0.01291, 0.01376, 0.01200, 0.01145, 0.01187, 0.01198, 0.00949, 0.00859, 0.00804, 0.00850, 0.00917, 0.00985, 0.01107, 0.01208, 0.01348, 0.01079, 0.00846, 0.00631, 0.00540, 0.00416, 0.00298, 0.00205, 0.00079, 0.00038, 0.00028, 0.00028, 0.00024, 0.00014,-0.00002,-0.00022,-0.00044,-0.00066,-0.00088,-0.00109,-0.00128,-0.00146,-0.00161,-0.00176,-0.00189,-0.00202,-0.00213,-0.00224,-0.00234,-0.00245
  33.500, 0.00793, 0.00875, 0.00721, 0.00891, 0.00820, 0.01117, 0.01215, 0.01388, 0.01379, 0.01395, 0.01267, 0.01000, 0.01089, 0.01007, 0.01007, 0.01027, 0.01040, 0.01081, 0.01139, 0.01283, 0.01313, 0.01283, 0.01192, 0.01266, 0.00805, 0.00738, 0.00366, 0.00223, 0.00175, 0.00151, 0.00158, 0.00162, 0.00155, 0.00136, 0.00110, 0.00080, 0.00048, 0.00018,-0.00011,-0.00037,-0.00061,-0.00082,-0.00100,-0.00117,-0.00132,-0.00146,-0.00159,-0.00170,-0.00182,-0.00192
  33.250, 0.00803, 0.00905, 0.00891, 0.00922, 0.01072, 0.01307, 0.01404, 0.01400, 0.01415, 0.01395, 0.01390, 0.01325, 0.01323, 0.01275, 0.01179, 0.01190, 0.01174, 0.01184, 0.01321, 0.01471, 0.01310, 0.01206, 0.01078, 0.01130, 0.00874, 0.00172, 0.00200, 0.00200, 0.00147, 0.00247, 0.00305, 0.00317, 0.00300, 0.00266, 0.00225, 0.00182, 0.00140, 0.00101, 0.00066, 0.00034, 0.00006,-0.00018,-0.00040,-0.00059,-0.00075,-0.00090,-0.00104,-0.00116,-0.00128,-0.00140
  33.000, 0.00899, 0.01030, 0.00857, 0.00921, 0.01100, 0.01248, 0.01523, 0.01570, 0.01501, 0.01502, 0.01584, 0.01596, 0.01600, 0.01498, 0.01500, 0.01159, 0.01196, 0.01195, 0.01347, 0.01403, 0.01309, 0.01209, 0.01099, 0.01092, 0.00882, 0.00165, 0.00210,-0.00056, 0.00295, 0.00469, 0.00514, 0.00497, 0.00452, 0.00395, 0.00337, 0.00280, 0.00228, 0.00181, 0.00139, 0.00103, 0.00071, 0.00044, 0.00020,-0.00000,-0.00018,-0.00034,-0.00048,-0.00061,-0.00074,-0.00085
