Lat/Long, -89.000, -88.750, -88.500, -88.250, -88.000, -87.750, -87.500, -87.250, -87.000, -86.750, -86.500, -86.250, -86.000, -85.750, -85.500, -85.250, -85.000, -84.750, -84.500, -84.250, -84.000, -83.750, -83.500, -83.250, -83.000, -82.750, -82.500, -82.250, -82.000, -81.750, -81.500, -81.250, -81.000, -80.750, -80.500
  45.500,-0.00349,-0.00309,-0.00269,-0.00228,-0.00187,-0.00145,-0.00104,-0.00062,-0.00022, 0.00018, 0.00056, 0.00093, 0.00127, 0.00160, 0.00191, 0.00219, 0.00247, 0.00273, 0.00298, 0.00323, 0.00348, 0.00374, 0.00400, 0.00427, 0.00454, 0.00482, 0.00510, 0.00538, 0.00565, 0.00593, 0.00620, 0.00647, 0.00674, 0.00702, 0.00728
  45.250,-0.00351,-0.00313,-0.00273,-0.00234,-0.00194,-0.00154,-0.00114,-0.00075,-0.00037, 0.00001, 0.00036, 0.00069, 0.00100, 0.00129, 0.00155, 0.00179, 0.00202, 0.00224, 0.00246, 0.00268, 0.00291, 0.00316, 0.00342, 0.00369, 0.00398, 0.00428, 0.00458, 0.00489, 0.00520, 0.00550, 0.00581, 0.00611, 0.00641, 0.00671, 0.00701
  45.000,-0.00353,-0.00315,-0.00277,-0.00239,-0.00201,-0.00163,-0.00125,-0.00087,-0.00051,-0.00016, 0.00016, 0.00046, 0.00073, 0.00097, 0.00118, 0.00138, 0.00156, 0.00173, 0.00190, 0.00209, 0.00230, 0.00254, 0.00280, 0.00308, 0.00339, 0.00372, 0.00405, 0.00439, 0.00473, 0.00507, 0.00541, 0.00575, 0.00608, 0.00641, 0.00674
  44.750,-0.00352,-0.00316,-0.00280,-0.00244,-0.00208,-0.00171,-0.00135,-0.00100,-0.00065,-0.00033,-0.00004, 0.00022, 0.00045, 0.00064, 0.00080, 0.00094, 0.00107, 0.00119, 0.00132, 0.00147, 0.00165, 0.00187, 0.00214, 0.00244, 0.00277, 0.00313, 0.00350, 0.00387, 0.00425, 0.00463, 0.00501, 0.00538, 0.00574, 0.00611, 0.00647
  44.500,-0.00350,-0.00316,-0.00282,-0.00248,-0.00214,-0.00180,-0.00146,-0.00112,-0.00080,-0.00050,-0.00024,-0.00001, 0.00017, 0.00031, 0.00041, 0.00049, 0.00055, 0.00060, 0.00068, 0.00078, 0.00094, 0.00115, 0.00142, 0.00174, 0.00211, 0.00250, 0.00291, 0.00334, 0.00376, 0.00418, 0.00459, 0.00500, 0.00540, 0.00580, 0.00620
  44.250,-0.00345,-0.00314,-0.00283,-0.00251,-0.00220,-0.00189,-0.00157,-0.00125,-0.00095,-0.00067,-0.00044,-0.00025,-0.00012,-0.00004, 0.00000, 0.00001,-0.00000,-0.00002,-0.00002, 0.00004, 0.00016, 0.00036, 0.00064, 0.00099, 0.00139, 0.00184, 0.00230, 0.00277, 0.00325, 0.00371, 0.00417, 0.00462, 0.00506, 0.00550, 0.00593
  44.000,-0.00337,-0.00309,-0.00281,-0.00254,-0.00226,-0.00198,-0.00169,-0.00139,-0.00110,-0.00084,-0.00064,-0.00049,-0.00041,-0.00039,-0.00041,-0.00048,-0.00058,-0.00069,-0.00076,-0.00078,-0.00069,-0.00050,-0.00021, 0.00018, 0.00063, 0.00113, 0.00165, 0.00219, 0.00271, 0.00323, 0.00374, 0.00423, 0.00471, 0.00519, 0.00565
  43.750,-0.00326,-0.00301,-0.00278,-0.00255,-0.00233,-0.00209,-0.00183,-0.00154,-0.00126,-0.00101,-0.00083,-0.00072,-0.00069,-0.00073,-0.00083,-0.00097,-0.00117,-0.00138,-0.00157,-0.00166,-0.00163,-0.00145,-0.00113,-0.00070,-0.00018, 0.00038, 0.00098, 0.00158, 0.00217, 0.00274, 0.00330, 0.00384, 0.00436, 0.00488, 0.00538
  43.500,-0.00310,-0.00290,-0.00272,-0.00256,-0.00240,-0.00222,-0.00200,-0.00173,-0.00143,-0.00117,-0.00100,-0.00093,-0.00096,-0.00106,-0.00122,-0.00144,-0.00174,-0.00208,-0.00240,-0.00261,-0.00264,-0.00246,-0.00211,-0.00162,-0.00103,-0.00039, 0.00028, 0.00095, 0.00161, 0.00225, 0.00286, 0.00344, 0.00401, 0.00457, 0.00511
  43.250,-0.00292,-0.00276,-0.00264,-0.00256,-0.00249,-0.00239,-0.00222,-0.00195,-0.00162,-0.00132,-0.00114,-0.00111,-0.00120,-0.00136,-0.00157,-0.00184,-0.00224,-0.00275,-0.00326,-0.00362,-0.00372,-0.00354,-0.00313,-0.00257,-0.00189,-0.00117,-0.00042, 0.00033, 0.00105, 0.00175, 0.00241, 0.00305, 0.00366, 0.00426, 0.00484
  43.000,-0.00270,-0.00258,-0.00252,-0.00254,-0.00259,-0.00262,-0.00252,-0.00225,-0.00184,-0.00143,-0.00121,-0.00125,-0.00141,-0.00162,-0.00185,-0.00212,-0.00259,-0.00331,-0.00411,-0.00467,-0.00483,-0.00463,-0.00416,-0.00350,-0.00274,-0.00193,-0.00111,-0.00029, 0.00050, 0.00126, 0.00197, 0.00266, 0.00331, 0.00395, 0.00457
  42.750,-0.00245,-0.00236,-0.00237,-0.00249,-0.00271,-0.00291,-0.00295,-0.00268,-0.00212,-0.00150,-0.00118,-0.00134,-0.00159,-0.00184,-0.00204,-0.00222,-0.00269,-0.00369,-0.00493,-0.00574,-0.00595,-0.00569,-0.00513,-0.00438,-0.00354,-0.00265,-0.00176,-0.00088,-0.00004, 0.00077, 0.00154, 0.00227, 0.00297, 0.00365, 0.00431
