Lat/Long, -86.000, -85.750, -85.500, -85.250, -85.000, -84.750, -84.500, -84.250, -84.000, -83.750, -83.500, -83.250, -83.000, -82.750, -82.500, -82.250, -82.000, -81.750, -81.500, -81.250, -81.000, -80.750, -80.500, -80.250, -80.000
  36.000,-0.00006,-0.00146,-0.00279,-0.00379,-0.00441,-0.00467,-0.00455,-0.00377,-0.00233,-0.00024, 0.00137, 0.00358, 0.00363, 0.00278, 0.00190, 0.00130, 0.00090, 0.00055, 0.00011,-0.00044,-0.00110,-0.00186,-0.00267,-0.00350,-0.00435
  35.750,-0.00181,-0.00274,-0.00365,-0.00428,-0.00462,-0.00486,-0.00510,-0.00467,-0.00369,-0.00122,-0.00074, 0.00328, 0.00234, 0.00082,-0.00012,-0.00036,-0.00029,-0.00023,-0.00035,-0.00069,-0.00121,-0.00185,-0.00255,-0.00327,-0.00399
  35.500,-0.00344,-0.00375,-0.00396,-0.00408,-0.00401,-0.00415,-0.00473,-0.00477,-0.00524,-0.00186,-0.00478, 0.00300, 0.00000,-0.00188,-0.00249,-0.00197,-0.00123,-0.00074,-0.00060,-0.00080,-0.00124,-0.00181,-0.00242,-0.00304,-0.00363
  35.250,-0.00584,-0.00439,-0.00281,-0.00276,-0.00214,-0.00274,-0.00188,-0.00286,-0.00563,-0.00531,-0.00624,-0.00442,-0.00369,-0.00482,-0.00465,-0.00298,-0.00159,-0.00081,-0.00057,-0.00076,-0.00120,-0.00175,-0.00230,-0.00281,-0.00326
  35.000,-0.00619,-0.00326,-0.00200,-0.00025,-0.00194,-0.00291,-0.00368,-0.00217,-0.00525,-0.00888,-0.00903,-0.01007,-0.00526,-0.00582,-0.00518,-0.00248,-0.00109,-0.00043,-0.00032,-0.00064,-0.00117,-0.00174,-0.00223,-0.00261,-0.00289
  34.750,-0.00776,-0.00332,-0.00390,-0.00459,-0.00418,-0.00600,-0.00963,-0.00436,-0.00620,-0.00701,-0.00546,-0.00402,-0.00700,-0.00400,-0.00108,-0.00002,-0.00025,-0.00005,-0.00012,-0.00063,-0.00130,-0.00186,-0.00224,-0.00244,-0.00250
  34.500,-0.01347,-0.00619,-0.00500,-0.00500,-0.00489,-0.00501,-0.00657,-0.00691,-0.00613,-0.00784,-0.00800,-0.00782,-0.00715,-0.00678,-0.00400,-0.00115,-0.00183,-0.00062,-0.00031,-0.00096,-0.00173,-0.00221,-0.00237,-0.00231,-0.00209
  34.250,-0.01335,-0.00803,-0.00323,-0.00399,-0.00502,-0.00501,-0.00598,-0.00600,-0.00675,-0.00698,-0.00620,-0.00794,-0.00787,-0.00700,-0.00782,-0.00800,-0.00680,-0.00175,-0.00072,-0.00177,-0.00259,-0.00280,-0.00259,-0.00216,-0.00160
  34.000,-0.01131,-0.00801, 0.00205,-0.00400,-0.00508,-0.00599,-0.00600,-0.00574,-0.00611,-0.00700,-0.00698,-0.00710,-0.00700,-0.00792,-0.00825,-0.01050,-0.00898,-0.00078,-0.00091,-0.00332,-0.00396,-0.00354,-0.00277,-0.00189,-0.00097
  33.750,-0.00726,-0.00502,-0.00279,-0.00500,-0.00502,-0.00600,-0.00700,-0.00422,-0.00685,-0.00703,-0.00700,-0.00700,-0.00616,-0.00600,-0.00592,-0.00439,-0.00535,-0.00247,-0.00272,-0.00638,-0.00551,-0.00397,-0.00260,-0.00136,-0.00015
  33.500,-0.00768,-0.00484,-0.00407,-0.00501,-0.00506,-0.00602,-0.00700,-0.00691,-0.00630,-0.00603,-0.00604,-0.00600,-0.00700,-0.00500,-0.00500,-0.00488,-0.00500,-0.00397,-0.00401,-0.00940,-0.00537,-0.00318,-0.00181,-0.00051, 0.00085
  33.250,-0.00658,-0.00572,-0.00460,-0.00500,-0.00500,-0.00583,-0.00608,-0.00600,-0.00590,-0.00599,-0.00590,-0.00494,-0.00494,-0.00503,-0.00500,-0.00394,-0.00400,-0.00500,-0.00214,-0.00334,-0.00033,-0.00096,-0.00067, 0.00042, 0.00187
  33.000,-0.00487,-0.00323,-0.00252,-0.00483,-0.00578,-0.00514,-0.00600,-0.00592,-0.00509,-0.00502,-0.00500,-0.00405,-0.00409,-0.00499,-0.00497,-0.00400,-0.00657,-0.00323,-0.00188,-0.00639,-0.00103,-0.00148,-0.00062, 0.00094, 0.00273
  32.750,-0.00978,-0.00711,-0.00628,-0.00479,-0.00501,-0.00498,-0.00501,-0.00500,-0.00493,-0.00400,-0.00493,-0.00467,-0.00549,-0.00500,-0.00502,-0.00403,-0.00300, 0.00074, 0.00189,-0.00100,-0.00176,-0.00164,-0.00077, 0.00129, 0.00339
  32.500,-0.00965,-0.00895,-0.00635,-0.00281,-0.00495,-0.00509,-0.00500,-0.00494,-0.00493,-0.00404,-0.00400,-0.00364,-0.00900,-0.00429,-0.00600,-0.00499,-0.00100, 0.00500, 0.00403,-0.00577,-0.00569,-0.00300,-0.00153, 0.00143, 0.00375
  32.250,-0.00856,-0.00991,-0.00655,-0.00330,-0.00562,-0.00597,-0.00496,-0.00405,-0.00333,-0.00400,-0.00340,-0.01000,-0.00395,-0.00436,-0.00591,-0.00500,-0.00191,-0.00398,-0.01006,-0.01717,-0.00800,-0.01200,-0.00145, 0.00149, 0.00347
  32.000,-0.00898,-0.00853,-0.00597,-0.00583,-0.00742,-0.00618,-0.00505,-0.00387, 0.00502,-0.00285,-0.00307,-0.00386,-0.00101,-0.00093,-0.00544,-0.00697,-0.00150,-0.00840,-0.00635,-0.01300,-0.01400,-0.01401,-0.00644,-0.00170, 0.00142
  31.750,-0.00950,-0.00738,-0.00676,-0.01055,-0.00900,-0.00720,-0.00593,-0.00466,-0.00329,-0.00760,-0.00776,-0.00770, 0.00005, 0.00078,-0.00972,-0.00962,-0.00405,-0.00414,-0.00532,-0.01403,-0.01687,-0.01508,-0.00966,-0.00486,-0.00117
  31.500,-0.01212,-0.01219,-0.01277,-0.01392,-0.00660,-0.00758,-0.00693,-0.00600,-0.00600,-0.01083,-0.01266,-0.01226,-0.00367,-0.00363,-0.01092,-0.01161,-0.01124,-0.01010,-0.01189,-0.01314,-0.01524,-0.01420,-0.01071,-0.00683,-0.00338
  31.250,-0.01276,-0.01242,-0.00950,-0.00712,-0.00632,-0.00762,-0.00771,-0.00623,-0.00671,-0.00233,-0.00124,-0.00951,-0.00783,-0.00667,-0.01001,-0.01400,-0.01500,-0.01198,-0.01119,-0.01275,-0.01351,-0.01275,-0.01054,-0.00776,-0.00500
  31.000,-0.00953,-0.00619,-0.00448,-0.00797,-0.00883,-0.00709,-0.00709,-0.00701,-0.00673, 0.00097, 0.00559,-0.00804,-0.01565,-0.01400,-0.01415,-0.01455,-0.01600,-0.01230,-0.01001,-0.01077,-0.01130,-0.01098,-0.00975,-0.00800,-0.00609
  30.750,-0.01041,-0.01000,-0.00600,-0.01000,-0.00842,-0.00678,-0.00700,-0.00805,-0.00615, 0.00026, 0.00164,-0.01190,-0.01979,-0.01622,-0.01576,-0.01530,-0.01306,-0.01138,-0.01000,-0.00933,-0.00934,-0.00925,-0.00876,-0.00790,-0.00684
  30.500,-0.01166,-0.00898,-0.00553,-0.00396,-0.00388,-0.00311,-0.00504,-0.01000,-0.00700,-0.00727,-0.00894,-0.01117,-0.01333,-0.01339,-0.01541,-0.01900,-0.01224,-0.01163,-0.00833,-0.00743,-0.00745,-0.00769,-0.00781,-0.00771,-0.00743
  30.250,-0.01219,-0.01200,-0.00623,-0.00083,-0.00493,-0.00567,-0.00676,-0.00811,-0.00782,-0.00828,-0.00913,-0.01016,-0.01100,-0.00900,-0.00900,-0.00940,-0.00782,-0.00803,-0.00739,-0.00599,-0.00598,-0.00647,-0.00706,-0.00758,-0.00798
  30.000,-0.01375,-0.01341,-0.01111,-0.01017,-0.01058,-0.00936,-0.00812,-0.00812,-0.00806,-0.00809,-0.00907,-0.00999,-0.01168,-0.00822,-0.00706,-0.00837,-0.00808,-0.00701,-0.00602,-0.00483,-0.00496,-0.00566,-0.00660,-0.00760,-0.00858
