Lat/Long, -92.000, -91.750, -91.500, -91.250, -91.000, -90.750, -90.500, -90.250, -90.000, -89.750, -89.500, -89.250, -89.000, -88.750, -88.500, -88.250, -88.000, -87.750, -87.500, -87.250, -87.000, -86.750, -86.500, -86.250, -86.000, -85.750, -85.500, -85.250, -85.000
  43.000,-0.02839,-0.02303,-0.01661,-0.00959,-0.00432,-0.00288,-0.00375,-0.00107, 0.00031,-0.00063,-0.00326,-0.00382,-0.00487,-0.00623,-0.00754,-0.00988,-0.01176,-0.01725,-0.02208,-0.02367,-0.02353,-0.02281,-0.02204,-0.02141,-0.02094,-0.02057,-0.02028,-0.02001,-0.01976
  42.750,-0.02722,-0.02233,-0.01515,-0.00470, 0.00502, 0.00255,-0.00185, 0.00036, 0.00218, 0.00087, 0.00017,-0.00200,-0.00503,-0.00590,-0.00710,-0.01133,-0.01393,-0.02743,-0.02822,-0.02622,-0.02365,-0.02144,-0.01987,-0.01891,-0.01837,-0.01810,-0.01798,-0.01792,-0.01789
  42.500,-0.02652,-0.02350,-0.01780,-0.00306, 0.02920, 0.00837,-0.00136,-0.00700, 0.00065,-0.00071, 0.00118,-0.00200,-0.00499,-0.00408,-0.00872,-0.00723,-0.01200,-0.02534,-0.02718,-0.02456,-0.02100,-0.01823,-0.01656,-0.01574,-0.01546,-0.01549,-0.01565,-0.01586,-0.01607
  42.250,-0.02505,-0.02531,-0.02855,-0.03526,-0.02606, 0.00100, 0.00239,-0.00479,-0.00311,-0.00131,-0.00280,-0.00322,-0.00499,-0.00497,-0.00816,-0.01082,-0.01408,-0.02203,-0.02226,-0.01941,-0.01566,-0.01332,-0.01232,-0.01216,-0.01244,-0.01290,-0.01342,-0.01392,-0.01437
  42.000,-0.02025,-0.01853,-0.01697,-0.01304,-0.00345,-0.00084,-0.00290,-0.00366,-0.00271,-0.00268,-0.00400,-0.00462,-0.00523,-0.00674,-0.00888,-0.01037,-0.01295,-0.01400,-0.01421,-0.01242,-0.00881,-0.00774,-0.00800,-0.00878,-0.00970,-0.01062,-0.01146,-0.01221,-0.01287
  41.750,-0.01534,-0.01187,-0.00915,-0.01022,-0.00870,-0.00919,-0.00969,-0.00537,-0.00276,-0.00323,-0.00488,-0.00400,-0.00516,-0.00733,-0.00924,-0.00992,-0.00828,-0.00900,-0.00691,-0.00703,-0.00289,-0.00354,-0.00495,-0.00640,-0.00774,-0.00892,-0.00996,-0.01085,-0.01164
  41.500,-0.01299,-0.00955,-0.00793,-0.00805,-0.00835,-0.00996,-0.01019,-0.01063,-0.00972,-0.00651,-0.00604,-0.00700,-0.00784,-0.00892,-0.00996,-0.01200,-0.01203,-0.00900, 0.00592,-0.00557,-0.00374,-0.00349,-0.00438,-0.00560,-0.00683,-0.00796,-0.00898,-0.00989,-0.01070
  41.250,-0.01364,-0.01263,-0.01003,-0.00488,-0.00317,-0.00692,-0.01141,-0.00992,-0.00717,-0.00807,-0.00492,-0.00771,-0.00841,-0.00906,-0.01108,-0.01400,-0.01376,-0.00763,-0.00600,-0.00810,-0.00535,-0.00512,-0.00544,-0.00605,-0.00683,-0.00766,-0.00848,-0.00928,-0.01003
  41.000,-0.01376,-0.01400,-0.01074,-0.00501,-0.00021,-0.00095,-0.00628,-0.01340,-0.00766,-0.00613,-0.00402,-0.00518,-0.00443,-0.00523,-0.00708,-0.00678,-0.00821,-0.00726,-0.00798,-0.00939,-0.00993,-0.00827,-0.00738,-0.00715,-0.00733,-0.00776,-0.00831,-0.00893,-0.00956
  40.750,-0.01369,-0.01151,-0.01015,-0.00651,-0.00236, 0.00129,-0.00378,-0.00494,-0.00304,-0.00084,-0.00193,-0.00431,-0.00500,-0.00767,-0.00701,-0.00616,-0.00799,-0.00880,-0.00926,-0.01154,-0.01013,-0.00942,-0.00862,-0.00806,-0.00785,-0.00795,-0.00826,-0.00871,-0.00923
  40.500,-0.01178,-0.00520,-0.00184,-0.00051,-0.00197,-0.00013,-0.00201, 0.00435, 0.00316,-0.00310, 0.00001,-0.00129, 0.00266,-0.00502,-0.00483, 0.00093,-0.00720,-0.00663,-0.00822,-0.01015,-0.01091,-0.01027,-0.00927,-0.00848,-0.00806,-0.00798,-0.00815,-0.00849,-0.00893
  40.250,-0.00743,-0.00332,-0.00118, 0.00082, 0.00152, 0.00136, 0.00177, 0.00684, 0.00825, 0.00710, 0.00532, 0.00200, 0.00061,-0.00296, 0.00129, 0.00397,-0.00208,-0.00547,-0.00891,-0.01103,-0.01155,-0.01019,-0.00893,-0.00812,-0.00775,-0.00769,-0.00787,-0.00820,-0.00862
  40.000,-0.00696,-0.00485,-0.00108, 0.00084, 0.00217, 0.00194, 0.00323, 0.00599, 0.00901, 0.00990, 0.00800, 0.00880, 0.00441, 0.00329, 0.00344, 0.00480, 0.00022,-0.00126,-0.00531,-0.00934,-0.00861,-0.00760,-0.00702,-0.00681,-0.00686,-0.00708,-0.00741,-0.00782,-0.00828
  39.750,-0.00680,-0.00727,-0.00116, 0.00094, 0.00294, 0.00379, 0.00802, 0.00889, 0.01049, 0.01000, 0.01153, 0.01879, 0.01018, 0.01009, 0.00772, 0.00550, 0.00271, 0.00251, 0.00163,-0.00008,-0.00136,-0.00279,-0.00398,-0.00491,-0.00565,-0.00628,-0.00685,-0.00739,-0.00791
  39.500,-0.00397,-0.00571,-0.00225, 0.00000, 0.00217, 0.00440, 0.00830, 0.01053, 0.01110, 0.01300, 0.01475, 0.02250, 0.01432, 0.01080, 0.00366, 0.00251, 0.00488, 0.00683, 0.00797, 0.00795, 0.00490, 0.00123,-0.00144,-0.00328,-0.00459,-0.00555,-0.00632,-0.00697,-0.00756
  39.250,-0.00159,-0.00202,-0.00205,-0.00095, 0.00211, 0.00477, 0.00692, 0.01153, 0.01296, 0.01169, 0.01287, 0.01654, 0.01383, 0.01157, 0.00438, 0.00536, 0.00618, 0.00800, 0.00721, 0.00609, 0.00399, 0.00152,-0.00079,-0.00264,-0.00405,-0.00512,-0.00595,-0.00664,-0.00725
  39.000,-0.00024,-0.00097,-0.00205,-0.00199, 0.00105, 0.00337, 0.00115, 0.01021, 0.01204, 0.00803, 0.00826, 0.01005, 0.01038, 0.00997, 0.00548, 0.00528, 0.00547, 0.00470, 0.00627, 0.00335, 0.00202, 0.00027,-0.00143,-0.00288,-0.00406,-0.00501,-0.00578,-0.00643,-0.00700
