Discrepancy:,cshpgn.l?s,-121.75,36.5,11.181
Discrepancy:,cshpgn.l?s,-120.75,36.5,37.0033
Discrepancy:,cshpgn.l?s,-120.5,36.5,1.05884
Discrepancy:,cshpgn.l?s,-120.25,36.5,23.6795
Discrepancy:,cshpgn.l?s,-119.75,36.5,7.05729
Discrepancy:,cshpgn.l?s,-119.25,36.5,39.724
Discrepancy:,cshpgn.l?s,-119,36.5,22.2425
Discrepancy:,cshpgn.l?s,-118.75,36.5,14.1471
Discrepancy:,cshpgn.l?s,-118.5,36.5,93.7431
Discrepancy:,cshpgn.l?s,-118.25,36.5,335.323
Discrepancy:,cshpgn.l?s,-118,36.5,34.1219
Discrepancy:,cshpgn.l?s,-117.75,36.5,5.35101
Discrepancy:,cshpgn.l?s,-117.5,36.5,8.86605
Discrepancy:,cshpgn.l?s,-117.25,36.5,88.4867
Discrepancy:,cshpgn.l?s,-117,36.5,14.8942
Discrepancy:,cshpgn.l?s,-116.75,36.5,1.99604
Discrepancy:,wmhpgn.l?s,-113,44.5,78.5074
Discrepancy:,wmhpgn.l?s,-112.75,44.5,27.8748
Discrepancy:,wmhpgn.l?s,-113,44.75,91.9768
Discrepancy:,wmhpgn.l?s,-112.75,44.75,43.4699
Discrepancy:,wmhpgn.l?s,-112.5,44.75,11.6977
Discrepancy:,wmhpgn.l?s,-112.25,44.75,2.49187
Discrepancy:,wmhpgn.l?s,-113,45,47.9404
Discrepancy:,wmhpgn.l?s,-112.75,45,25.2247
Discrepancy:,wmhpgn.l?s,-112.5,45,8.42716
Discrepancy:,wmhpgn.l?s,-112.25,45,2.08119
Discrepancy:,wmhpgn.l?s,-109.75,45,14.7302
Discrepancy:,wmhpgn.l?s,-109.5,45,27.3987
Discrepancy:,wmhpgn.l?s,-109.25,45,7.42907
Discrepancy:,wmhpgn.l?s,-109,45,123.443
Discrepancy:,wmhpgn.l?s,-113,45.25,2.65794
Discrepancy:,wmhpgn.l?s,-110,45.25,2.06399
Discrepancy:,wmhpgn.l?s,-109.75,45.25,14.3487
Discrepancy:,wmhpgn.l?s,-109.5,45.25,30.9581
Discrepancy:,wmhpgn.l?s,-109.25,45.25,13.9775
Discrepancy:,wmhpgn.l?s,-109,45.25,74.9338
Discrepancy:,wmhpgn.l?s,-113,45.5,3.67991
Discrepancy:,wmhpgn.l?s,-112.75,45.5,1.91472
Discrepancy:,wmhpgn.l?s,-109.75,45.5,5.13172
Discrepancy:,wmhpgn.l?s,-109.5,45.5,27.4245
Discrepancy:,wmhpgn.l?s,-109.25,45.5,20.9051
Discrepancy:,wmhpgn.l?s,-109,45.5,53.0385
Discrepancy:,wmhpgn.l?s,-113,45.75,10.8725
Discrepancy:,wmhpgn.l?s,-109.75,45.75,4.96033
Discrepancy:,wmhpgn.l?s,-109.5,45.75,21.6684
Discrepancy:,wmhpgn.l?s,-109.25,45.75,10.7789
Discrepancy:,wmhpgn.l?s,-109,45.75,69.4892
Discrepancy:,wmhpgn.l?s,-113,46,12.6412
Discrepancy:,wmhpgn.l?s,-110,46,1.2175
Discrepancy:,wmhpgn.l?s,-109.75,46,6.73163
Discrepancy:,wmhpgn.l?s,-109.5,46,17.6149
Discrepancy:,wmhpgn.l?s,-109.25,46,9.00876
Discrepancy:,wmhpgn.l?s,-109,46,59.4825
Discrepancy:,wmhpgn.l?s,-113,46.25,11.1277
Discrepancy:,wmhpgn.l?s,-109.75,46.25,1.79508
Discrepancy:,wmhpgn.l?s,-109.5,46.25,6.49764
Discrepancy:,wmhpgn.l?s,-109.25,46.25,3.20862
Discrepancy:,wmhpgn.l?s,-109,46.25,50.2445
Discrepancy:,wmhpgn.l?s,-113,46.5,4.85592
Discrepancy:,wmhpgn.l?s,-109,46.5,8.32144
Discrepancy:,wmhpgn.l?s,-113,46.75,15.7662
Discrepancy:,wmhpgn.l?s,-112.75,46.75,2.8109
Discrepancy:,wmhpgn.l?s,-109.25,46.75,1.86532
Discrepancy:,wmhpgn.l?s,-109,46.75,21.7898
Discrepancy:,wmhpgn.l?s,-113,47,1.09778
Discrepancy:,wmhpgn.l?s,-109.25,47,2.7846
Discrepancy:,wmhpgn.l?s,-109,47,38.77
Discrepancy:,wmhpgn.l?s,-113,47.25,12.4678
Discrepancy:,wmhpgn.l?s,-109,47.25,13.5815
Discrepancy:,wmhpgn.l?s,-113,47.5,14.2823
Discrepancy:,wmhpgn.l?s,-109.25,47.5,1.1501
Discrepancy:,wmhpgn.l?s,-109,47.5,17.0693
Discrepancy:,wmhpgn.l?s,-113,47.75,27.0908
Discrepancy:,wmhpgn.l?s,-109.25,47.75,1.28459
Discrepancy:,wmhpgn.l?s,-109,47.75,5.02085
Discrepancy:,wmhpgn.l?s,-113,48,11.7503
Discrepancy:,wmhpgn.l?s,-112.75,48,2.79975
Discrepancy:,wmhpgn.l?s,-109.5,48,3.26994
Discrepancy:,wmhpgn.l?s,-109.25,48,7.79711
Discrepancy:,wmhpgn.l?s,-109,48,38.0549
Discrepancy:,wmhpgn.l?s,-113,48.25,30.2504
Discrepancy:,wmhpgn.l?s,-112.75,48.25,3.83412
Discrepancy:,wmhpgn.l?s,-109.5,48.25,2.26657
Discrepancy:,wmhpgn.l?s,-109,48.25,105.134
Discrepancy:,wmhpgn.l?s,-113,48.5,33.4686
Discrepancy:,wmhpgn.l?s,-110.5,48.5,1.04836
Discrepancy:,wmhpgn.l?s,-109.75,48.5,1.14541
Discrepancy:,wmhpgn.l?s,-109.5,48.5,3.17003
Discrepancy:,wmhpgn.l?s,-109,48.5,178.719
Discrepancy:,wmhpgn.l?s,-113,48.75,22.0033
Discrepancy:,wmhpgn.l?s,-112.75,48.75,2.10501
Discrepancy:,wmhpgn.l?s,-112.5,48.75,1.44022
Discrepancy:,wmhpgn.l?s,-110.5,48.75,2.43796
Discrepancy:,wmhpgn.l?s,-110.25,48.75,1.91857
Discrepancy:,wmhpgn.l?s,-110,48.75,3.1156
Discrepancy:,wmhpgn.l?s,-109.75,48.75,6.02846
Discrepancy:,wmhpgn.l?s,-109.5,48.75,3.59986
Discrepancy:,wmhpgn.l?s,-109.25,48.75,116.646
Discrepancy:,wmhpgn.l?s,-109,48.75,156.943
Discrepancy:,wmhpgn.l?s,-113,49,13.6912
Discrepancy:,wmhpgn.l?s,-112.5,49,1.26506
Discrepancy:,wmhpgn.l?s,-110,49,8.71477
Discrepancy:,wthpgn.l?s,-100,28.5,34.0262
Discrepancy:,wthpgn.l?s,-100,29,10.3295
Discrepancy:,wthpgn.l?s,-100,29.25,10.0355
Discrepancy:,wthpgn.l?s,-100,29.75,22.4276
Discrepancy:,wthpgn.l?s,-100,30.25,50.4186
Discrepancy:,wthpgn.l?s,-100,30.5,15.0082
Discrepancy:,wthpgn.l?s,-100,31,17.9747
Discrepancy:,wthpgn.l?s,-100,31.25,1.74002
Discrepancy:,wthpgn.l?s,-100,31.5,7.85889
Discrepancy:,wthpgn.l?s,-100,31.75,38.1454
Discrepancy:,wthpgn.l?s,-100,32,1.41622
Discrepancy:,wthpgn.l?s,-100,32.25,25.8549
Discrepancy:,wthpgn.l?s,-100,32.5,1.42757
Discrepancy:,wthpgn.l?s,-100,32.75,3.15779
Discrepancy:,wthpgn.l?s,-100,33,6.37118
Discrepancy:,wthpgn.l?s,-100,33.25,20.5525
Discrepancy:,wthpgn.l?s,-100,33.5,3.94935
Discrepancy:,wthpgn.l?s,-100,34.25,7.66685
Discrepancy:,wthpgn.l?s,-100,34.5,1.60832
