Lat/Long, -81.000, -80.750, -80.500, -80.250, -80.000, -79.750, -79.500, -79.250, -79.000, -78.750, -78.500, -78.250, -78.000, -77.750, -77.500, -77.250, -77.000, -76.750, -76.500, -76.250, -76.000, -75.750, -75.500, -75.250, -75.000, -74.750, -74.500, -74.250, -74.000, -73.750, -73.500, -73.250, -73.000, -72.750, -72.500, -72.250, -72.000, -71.750, -71.500, -71.250, -71.000, -70.750, -70.500, -70.250, -70.000
  46.000, 0.00286, 0.00186, 0.00086,-0.00012,-0.00107,-0.00195,-0.00274,-0.00343,-0.00398,-0.00440,-0.00467,-0.00481,-0.00487,-0.00487,-0.00487,-0.00495,-0.00515,-0.00556,-0.00620,-0.00711,-0.00827,-0.00963,-0.01115,-0.01272,-0.01411,-0.01481,-0.01432,-0.01266,-0.01028,-0.00768,-0.00524,-0.00308,-0.00128,-0.00003, 0.00069, 0.00097, 0.00094, 0.00071, 0.00034,-0.00013,-0.00068,-0.00126,-0.00188,-0.00252,-0.00316
  45.750, 0.00293, 0.00204, 0.00114, 0.00025,-0.00062,-0.00143,-0.00216,-0.00277,-0.00324,-0.00355,-0.00369,-0.00369,-0.00356,-0.00337,-0.00316,-0.00301,-0.00301,-0.00323,-0.00372,-0.00454,-0.00566,-0.00703,-0.00863,-0.01048,-0.01247,-0.01383,-0.01347,-0.01155,-0.00881,-0.00601,-0.00367,-0.00170,-0.00002, 0.00095, 0.00128, 0.00122, 0.00093, 0.00052, 0.00004,-0.00048,-0.00103,-0.00161,-0.00219,-0.00278,-0.00337
  45.500, 0.00302, 0.00223, 0.00143, 0.00063,-0.00016,-0.00091,-0.00158,-0.00214,-0.00254,-0.00276,-0.00279,-0.00264,-0.00234,-0.00195,-0.00152,-0.00115,-0.00093,-0.00095,-0.00130,-0.00204,-0.00313,-0.00443,-0.00591,-0.00781,-0.01046,-0.01283,-0.01257,-0.01025,-0.00707,-0.00410,-0.00212,-0.00054, 0.00117, 0.00176, 0.00162, 0.00118, 0.00067, 0.00014,-0.00038,-0.00090,-0.00143,-0.00195,-0.00249,-0.00302,-0.00355
  45.250, 0.00310, 0.00244, 0.00175, 0.00104, 0.00032,-0.00039,-0.00102,-0.00154,-0.00190,-0.00205,-0.00198,-0.00170,-0.00124,-0.00066,-0.00003, 0.00056, 0.00101, 0.00119, 0.00098, 0.00028,-0.00089,-0.00213,-0.00322,-0.00456,-0.00750,-0.01121,-0.01113,-0.00848,-0.00500,-0.00191,-0.00077, 0.00006, 0.00220, 0.00213, 0.00142, 0.00070, 0.00008,-0.00044,-0.00092,-0.00137,-0.00183,-0.00229,-0.00275,-0.00322,-0.00368
  45.000, 0.00319, 0.00267, 0.00210, 0.00148, 0.00082, 0.00015,-0.00047,-0.00099,-0.00133,-0.00144,-0.00130,-0.00091,-0.00031, 0.00044, 0.00126, 0.00206, 0.00271, 0.00307, 0.00301, 0.00229, 0.00071,-0.00071,-0.00141,-0.00141,-0.00300,-0.00600,-0.00800,-0.00600,-0.00300, 0.00000, 0.00000, 0.00000, 0.00267, 0.00135, 0.00029,-0.00038,-0.00084,-0.00120,-0.00153,-0.00185,-0.00219,-0.00256,-0.00294,-0.00333,-0.00373
  44.750, 0.00329, 0.00292, 0.00249, 0.00197, 0.00138, 0.00073, 0.00008,-0.00048,-0.00085,-0.00095,-0.00076,-0.00029, 0.00041, 0.00130, 0.00228, 0.00325, 0.00405, 0.00456, 0.00466, 0.00402, 0.00140,-0.00068,-0.00190,-0.00289,-0.00100,-0.00126,-0.00341,-0.00341,-0.00225,-0.00189,-0.00066, 0.00400,-0.00155,-0.00191,-0.00189,-0.00189,-0.00193,-0.00199,-0.00209,-0.00225,-0.00246,-0.00271,-0.00300,-0.00333,-0.00366
  44.500, 0.00338, 0.00319, 0.00292, 0.00254, 0.00202, 0.00137, 0.00067, 0.00001,-0.00044,-0.00058,-0.00037, 0.00015, 0.00092, 0.00189, 0.00298, 0.00407, 0.00494, 0.00545, 0.00565, 0.00573, 0.00100,-0.00101,-0.00105,-0.00200,-0.00194,-0.00197,-0.00186,-0.00209,-0.00349,-0.00325,-0.00100, 0.00200,-0.00232,-0.00330,-0.00331,-0.00306,-0.00279,-0.00259,-0.00248,-0.00246,-0.00254,-0.00269,-0.00291,-0.00317,-0.00346
  44.250, 0.00346, 0.00348, 0.00342, 0.00321, 0.00279, 0.00215, 0.00134, 0.00051,-0.00010,-0.00031,-0.00011, 0.00044, 0.00121, 0.00219, 0.00335, 0.00454, 0.00539, 0.00557, 0.00517, 0.00734,-0.00197,-0.00100,-0.00019,-0.00080,-0.00180,-0.00200,-0.00104,-0.00118,-0.00804,-0.00500,-0.00265,-0.00144,-0.00211,-0.00377,-0.00402,-0.00368,-0.00322,-0.00283,-0.00255,-0.00240,-0.00237,-0.00245,-0.00261,-0.00283,-0.00308
  44.000, 0.00350, 0.00378, 0.00397, 0.00400, 0.00375, 0.00313, 0.00218, 0.00108, 0.00022,-0.00009, 0.00008, 0.00066, 0.00134, 0.00220, 0.00336, 0.00473, 0.00562, 0.00544, 0.00307, 0.00427, 0.00159, 0.00126, 0.00175, 0.00100,-0.00067,-0.00100,-0.00007,-0.00002,-0.00367,-0.00764,-0.00643,-0.00492,-0.00719,-0.00570,-0.00459,-0.00379,-0.00315,-0.00263,-0.00226,-0.00202,-0.00192,-0.00195,-0.00207,-0.00228,-0.00253
