Lat/Long, -90.000, -89.750, -89.500, -89.250, -89.000, -88.750, -88.500, -88.250, -88.000, -87.750, -87.500, -87.250, -87.000, -86.750, -86.500, -86.250, -86.000, -85.750, -85.500, -85.250, -85.000, -84.750, -84.500, -84.250, -84.000, -83.750, -83.500, -83.250, -83.000, -82.750, -82.500, -82.250, -82.000, -81.750, -81.500, -81.250, -81.000
  40.000, 0.00304, 0.00366, 0.00427, 0.00486, 0.00541, 0.00590, 0.00629, 0.00655, 0.00665, 0.00656, 0.00626, 0.00576, 0.00508, 0.00422, 0.00324, 0.00218, 0.00110,-0.00008,-0.00156,-0.00326,-0.00510,-0.00689,-0.00913,-0.01140,-0.01056,-0.00949,-0.00915,-0.00926,-0.00905,-0.00750,-0.00556,-0.00383,-0.00255,-0.00153,-0.00055, 0.00058, 0.00188
  39.750, 0.00265, 0.00319, 0.00373, 0.00425, 0.00474, 0.00518, 0.00554, 0.00580, 0.00591, 0.00584, 0.00557, 0.00514, 0.00455, 0.00382, 0.00300, 0.00220, 0.00158, 0.00104, 0.00010,-0.00091,-0.00195,-0.00228,-0.00343,-0.00552,-0.00473,-0.00393,-0.00434,-0.00538,-0.00615,-0.00459,-0.00285,-0.00150,-0.00087,-0.00044, 0.00011, 0.00105, 0.00231
  39.500, 0.00225, 0.00271, 0.00316, 0.00360, 0.00402, 0.00439, 0.00471, 0.00497, 0.00510, 0.00504, 0.00478, 0.00440, 0.00391, 0.00331, 0.00256, 0.00187, 0.00162, 0.00177, 0.00096, 0.00052,-0.00001, 0.00146, 0.00158,-0.00110,-0.00016, 0.00013,-0.00073,-0.00179,-0.00216,-0.00143,-0.00042, 0.00041, 0.00021, 0.00014, 0.00034, 0.00128, 0.00262
  39.250, 0.00184, 0.00221, 0.00256, 0.00291, 0.00322, 0.00351, 0.00376, 0.00402, 0.00419, 0.00412, 0.00383, 0.00348, 0.00315, 0.00274, 0.00204, 0.00124, 0.00119, 0.00206, 0.00022, 0.00016, 0.00100, 0.00200, 0.00211, 0.00360, 0.00032,-0.00204,-0.00096,-0.00083,-0.00011, 0.00016, 0.00027, 0.00085,-0.00001,-0.00004, 0.00010, 0.00135, 0.00292
  39.000, 0.00143, 0.00169, 0.00194, 0.00215, 0.00234, 0.00250, 0.00261, 0.00289, 0.00315, 0.00306, 0.00263, 0.00228, 0.00219, 0.00220, 0.00166, 0.00075, 0.00111, 0.00158, 0.00132, 0.00093, 0.00151, 0.00387, 0.00257, 0.00086,-0.00259,-0.00568,-0.00523,-0.00323,-0.00124,-0.00101,-0.00264,-0.00307,-0.00196,-0.00100, 0.00013, 0.00163, 0.00332
  38.750, 0.00102, 0.00117, 0.00130, 0.00134, 0.00132, 0.00134, 0.00117, 0.00151, 0.00193, 0.00180, 0.00106, 0.00062, 0.00076, 0.00154, 0.00132, 0.00018,-0.00058,-0.00090,-0.00185,-0.00103, 0.00000, 0.00708,-0.00174,-0.00453,-0.00650,-0.00744,-0.00258,-0.00621,-0.00578,-0.00401,-0.00483,-0.00504,-0.00222,-0.00106, 0.00023, 0.00195, 0.00373
  38.500, 0.00063, 0.00067, 0.00068, 0.00052, 0.00007, 0.00001,-0.00060,-0.00021, 0.00042, 0.00021,-0.00093,-0.00155,-0.00151, 0.00009, 0.00004,-0.00170,-0.00200,-0.00249,-0.00309,-0.00300,-0.00416,-0.00300,-0.00491,-0.00627,-0.00608,-0.00621,-0.00640,-0.00700,-0.00706,-0.00594,-0.00586,-0.00498,-0.00326,-0.00145, 0.00033, 0.00221, 0.00397
  38.250, 0.00026, 0.00020, 0.00015, 0.00000,-0.00180,-0.00189,-0.00201,-0.00216,-0.00200,-0.00277,-0.00265,-0.00367,-0.00400,-0.00413,-0.00400,-0.00386,-0.00396,-0.00400,-0.00478,-0.00393,-0.00324,-0.00462,-0.00699,-0.00700,-0.00690,-0.00696,-0.00687,-0.00631,-0.00739,-0.00602,-0.00598,-0.00496,-0.00358,-0.00176, 0.00004, 0.00202, 0.00374
  38.000,-0.00008,-0.00029,-0.00056,-0.00100,-0.00200,-0.00306,-0.00400,-0.00435,-0.00409,-0.00513,-0.00487,-0.00578,-0.00618,-0.00600,-0.00540,-0.00611,-0.00576,-0.00516,-0.00602,-0.00577,-0.00494,-0.00495,-0.00800,-0.00693,-0.00521,-0.00683,-0.00612,-0.00600,-0.00612,-0.00603,-0.00611,-0.00536,-0.00483,-0.00262,-0.00187, 0.00071, 0.00261
