Lat/Long, -90.000, -89.750, -89.500, -89.250, -89.000, -88.750, -88.500, -88.250, -88.000, -87.750, -87.500, -87.250, -87.000, -86.750, -86.500, -86.250, -86.000, -85.750, -85.500, -85.250, -85.000, -84.750, -84.500, -84.250, -84.000
  36.000,-0.00693,-0.00749,-0.00797,-0.00827,-0.00823,-0.00771,-0.00692,-0.00604,-0.00537,-0.00503,-0.00505,-0.00509,-0.00471,-0.00381,-0.00278,-0.00211,-0.00168,-0.00207,-0.00291,-0.00380,-0.00438,-0.00421,-0.00279,-0.00018, 0.00279
  35.750,-0.00479,-0.00557,-0.00633,-0.00699,-0.00734,-0.00696,-0.00636,-0.00554,-0.00507,-0.00504,-0.00565,-0.00634,-0.00618,-0.00509,-0.00375,-0.00312,-0.00202,-0.00229,-0.00306,-0.00396,-0.00476,-0.00503,-0.00369,-0.00072, 0.00244
  35.500,-0.00260,-0.00349,-0.00443,-0.00541,-0.00626,-0.00605,-0.00591,-0.00510,-0.00491,-0.00508,-0.00630,-0.00789,-0.00773,-0.00646,-0.00502,-0.00533,-0.00301,-0.00289,-0.00301,-0.00337,-0.00420,-0.00505,-0.00396,-0.00081, 0.00220
  35.250,-0.00040,-0.00128,-0.00219,-0.00313,-0.00416,-0.00475,-0.00578,-0.00503,-0.00528,-0.00579,-0.00688,-0.00987,-0.00800,-0.00704,-0.00757,-0.00929,-0.00744,-0.00430,-0.00244,-0.00114,-0.00211,-0.00249,-0.00152,-0.00018, 0.00017
  35.000, 0.00168, 0.00085, 0.00010,-0.00050,-0.00091,-0.00260,-0.00491,-0.00888,-0.00770,-0.00587,-0.00400,-0.01000,-0.00437,-0.00504,-0.00729,-0.00945,-0.00509,-0.00231,-0.00100,-0.00096,-0.00100,-0.00012, 0.00011, 0.00185, 0.00003
  34.750, 0.00348, 0.00260, 0.00170, 0.00071,-0.00057,-0.00212,-0.00469,-0.00779,-0.00700,-0.00733,-0.00654,-0.00683,-0.00503,-0.00498,-0.00531,-0.00623,-0.00479,-0.00260,-0.00095,-0.00097,-0.00095, 0.00000, 0.00005, 0.00094, 0.00012
  34.500, 0.00496, 0.00396, 0.00288, 0.00159,-0.00000,-0.00158,-0.00436,-0.00690,-0.00778,-0.00800,-0.00733,-0.00707,-0.00728,-0.00611,-0.00700,-0.00961,-0.01162,-0.00553,-0.00200,-0.00100,-0.00101,-0.00006, 0.00004, 0.00036, 0.00003
  34.250, 0.00611, 0.00498, 0.00371, 0.00216, 0.00000,-0.00396,-0.00471,-0.00793,-0.00848,-0.01075,-0.00814,-0.00903,-0.00996,-0.00914,-0.01130,-0.01010,-0.01103,-0.00920,-0.00276,-0.00188,-0.00090,-0.00012, 0.00002, 0.00015,-0.00001
  34.000, 0.00698, 0.00570, 0.00426, 0.00249, 0.00014,-0.00300,-0.00404,-0.00758,-0.00737,-0.00814,-0.00705,-0.00913,-0.01000,-0.00995,-0.01100,-0.00905,-0.00887,-0.00932,-0.00436,-0.00100,-0.00097,-0.00096, 0.00000, 0.00011, 0.00002
  33.750, 0.00761, 0.00621, 0.00467, 0.00288, 0.00073,-0.00145,-0.00245,-0.00499,-0.00597,-0.00671,-0.00527,-0.00638,-0.00738,-0.00826,-0.00903,-0.00773,-0.00611,-0.00534,-0.00306,-0.00298,-0.00204,-0.00100, 0.00000, 0.00003, 0.00006
  33.500, 0.00805, 0.00653, 0.00495, 0.00328, 0.00141,-0.00100,-0.00300,-0.00490,-0.00409,-0.00322,-0.00400,-0.00438,-0.00588,-0.00893,-0.00938,-0.00729,-0.00725,-0.00499,-0.00406,-0.00398,-0.00216,-0.00107,-0.00001, 0.00005, 0.00019
  33.250, 0.00834, 0.00664, 0.00494, 0.00334, 0.00203, 0.00034,-0.00381,-0.00700,-0.00544,-0.00581,-0.00589,-0.00601,-0.00601,-0.00659,-0.00884,-0.00746,-0.00691,-0.00584,-0.00469,-0.00500,-0.00400,-0.00218, 0.00004, 0.00044, 0.00047
  33.000, 0.00855, 0.00658, 0.00447, 0.00223,-0.00011,-0.00183,-0.00434,-0.00608,-0.00670,-0.00614,-0.00633,-0.00698,-0.00750,-0.00700,-0.00829,-0.00747,-0.00484,-0.00327,-0.00265,-0.00481,-0.00151,-0.00190, 0.00000, 0.00056, 0.00056
  32.750, 0.00884, 0.00666, 0.00428, 0.00172,-0.00078,-0.00255,-0.00382,-0.00503,-0.00603,-0.00754,-0.00799,-0.00795,-0.00819,-0.00902,-0.00933,-0.00707,-0.00674,-0.00700,-0.00642,-0.00576,-0.00296,-0.00187, 0.00003, 0.00046, 0.00037
  32.500, 0.00933, 0.00703, 0.00455, 0.00195,-0.00055,-0.00178,-0.00317,-0.00528,-0.00697,-0.00784,-0.00799,-0.00782,-0.00995,-0.01000,-0.00917,-0.00939,-0.00895,-0.00894,-0.00647,-0.00314,-0.00294,-0.00101, 0.00000, 0.00007,-0.00012
  32.250, 0.01000, 0.00766, 0.00518, 0.00265, 0.00023,-0.00248,-0.00451,-0.00811,-0.00789,-0.00725,-0.00875,-0.00936,-0.00998,-0.01023,-0.00980,-0.00999,-0.00998,-0.01007,-0.00674,-0.00357,-0.00256,-0.00098,-0.00001,-0.00051,-0.00078
  32.000, 0.01078, 0.00838, 0.00576, 0.00288,-0.00027,-0.00400,-0.00765,-0.01064,-0.01220,-0.01128,-0.01192,-0.01100,-0.01063,-0.00877,-0.00905,-0.00897,-0.00906,-0.00857,-0.00597,-0.00684,-0.00564,-0.00030,-0.00003,-0.00115,-0.00133
  31.750, 0.01165, 0.00917, 0.00636, 0.00301,-0.00111,-0.00534,-0.01009,-0.01447,-0.01851,-0.01577,-0.01315,-0.01163,-0.01257,-0.01488,-0.01450,-0.01005,-0.00956,-0.00733,-0.00377,-0.00738,-0.00300, 0.00001, 0.00004,-0.00025,-0.00127
  31.500, 0.01256, 0.01007, 0.00724, 0.00395,-0.00000,-0.00531,-0.01000,-0.01502,-0.01744,-0.01646,-0.01366,-0.00236,-0.01029,-0.01297,-0.01275,-0.01281,-0.01220,-0.01221,-0.01014,-0.00762,-0.00483,-0.00040,-0.00002,-0.00130,-0.00203
  31.250, 0.01344, 0.01089, 0.00797, 0.00458, 0.00050,-0.00558,-0.01160,-0.01622,-0.01800,-0.01892,-0.01581,-0.00658,-0.01126,-0.01377,-0.01354,-0.01410,-0.01307,-0.01251,-0.00979,-0.00650,-0.00517,-0.00077,-0.00025,-0.00266,-0.00280
  31.000, 0.01427, 0.01159, 0.00841, 0.00448,-0.00039,-0.00500,-0.01281,-0.01722,-0.02010,-0.02185,-0.02100,-0.01770,-0.01712,-0.01625,-0.00700,-0.00756,-0.01106,-0.00626,-0.00431,-0.00547,-0.00574,-0.00175,-0.00043,-0.00117,-0.00230
  30.750, 0.01510, 0.01233, 0.00899, 0.00488,-0.00014,-0.00700,-0.01400,-0.01918,-0.02014,-0.02105,-0.02013,-0.01924,-0.01960,-0.01943,-0.01400,-0.01400,-0.01092,-0.01000,-0.00600,-0.01000,-0.00768,-0.00098, 0.00000,-0.00106,-0.00295
  30.500, 0.01598, 0.01315, 0.00962, 0.00506,-0.00097,-0.00909,-0.01600,-0.02228,-0.02270,-0.02125,-0.01945,-0.01900,-0.02010,-0.02100,-0.01800,-0.01517,-0.01158,-0.00894,-0.00576,-0.00404,-0.00408,-0.00313,-0.00515,-0.01000,-0.00700
  30.250, 0.01699, 0.01423, 0.01075, 0.00617, 0.00015,-0.00700,-0.01804,-0.02400,-0.02588,-0.02125,-0.01976,-0.01835,-0.01984,-0.02021,-0.01808,-0.01485,-0.01220,-0.01168,-0.00759,-0.00105,-0.00545,-0.00577,-0.00704,-0.00821,-0.00770
  30.000, 0.01815, 0.01561, 0.01245, 0.00848, 0.00359,-0.00236,-0.01299,-0.02016,-0.02303,-0.02138,-0.02015,-0.01926,-0.01971,-0.01964,-0.01819,-0.01601,-0.01424,-0.01332,-0.01111,-0.00995,-0.01006,-0.00928,-0.00811,-0.00815,-0.00784
