Lat/Long, -90.000, -89.750, -89.500, -89.250, -89.000, -88.750, -88.500, -88.250, -88.000, -87.750, -87.500, -87.250, -87.000, -86.750, -86.500, -86.250, -86.000, -85.750, -85.500, -85.250, -85.000, -84.750, -84.500, -84.250, -84.000, -83.750, -83.500, -83.250, -83.000, -82.750, -82.500, -82.250, -82.000, -81.750, -81.500, -81.250, -81.000
  40.000,-0.00044, 0.00030, 0.00107, 0.00186, 0.00266, 0.00345, 0.00421, 0.00490, 0.00549, 0.00594, 0.00623, 0.00630, 0.00607, 0.00548, 0.00443, 0.00296, 0.00136, 0.00033,-0.00008,-0.00072,-0.00153,-0.00226,-0.00312,-0.00424,-0.00427,-0.00379,-0.00298,-0.00232,-0.00186,-0.00143,-0.00104,-0.00069,-0.00037,-0.00002, 0.00036, 0.00073, 0.00106
  39.750,-0.00030, 0.00031, 0.00096, 0.00163, 0.00233, 0.00304, 0.00372, 0.00434, 0.00487, 0.00530, 0.00559, 0.00570, 0.00554, 0.00499, 0.00389, 0.00208,-0.00015,-0.00113,-0.00048,-0.00070,-0.00122,-0.00118,-0.00106,-0.00151,-0.00264,-0.00246,-0.00151,-0.00101,-0.00086,-0.00065,-0.00045,-0.00026,-0.00020,-0.00006, 0.00015, 0.00030, 0.00038
  39.500,-0.00017, 0.00030, 0.00082, 0.00137, 0.00197, 0.00258, 0.00318, 0.00372, 0.00417, 0.00454, 0.00482, 0.00497, 0.00490, 0.00449, 0.00349, 0.00136,-0.00226,-0.00360,-0.00097,-0.00097,-0.00172,-0.00109,-0.00003, 0.00005,-0.00288,-0.00183,-0.00025, 0.00005,-0.00005,-0.00001, 0.00004, 0.00022, 0.00002,-0.00005, 0.00001,-0.00006,-0.00028
  39.250,-0.00006, 0.00027, 0.00065, 0.00108, 0.00155, 0.00207, 0.00258, 0.00303, 0.00337, 0.00362, 0.00387, 0.00402, 0.00400, 0.00374, 0.00310, 0.00116,-0.00454,-0.00737,-0.00237,-0.00127,-0.00300,-0.00300,-0.00197,-0.00309,-0.00830,-0.00041, 0.00023, 0.00015, 0.00012, 0.00024, 0.00027, 0.00087, 0.00050, 0.00003,-0.00002,-0.00036,-0.00091
  39.000, 0.00003, 0.00021, 0.00045, 0.00074, 0.00108, 0.00148, 0.00191, 0.00227, 0.00243, 0.00248, 0.00270, 0.00281, 0.00272, 0.00233, 0.00193, 0.00006,-0.00347,-0.00762,-0.00384,-0.00267,-0.00529,-0.00483,-0.00493,-0.00808,-0.01145,-0.01020,-0.00596,-0.00218,-0.00006,-0.00005, 0.00004, 0.00139, 0.00259, 0.00012,-0.00006,-0.00067,-0.00157
  38.750, 0.00010, 0.00013, 0.00024, 0.00039, 0.00055, 0.00081, 0.00113, 0.00143, 0.00136, 0.00110, 0.00138, 0.00143, 0.00124, 0.00040, 0.00069,-0.00123,-0.00390,-0.00530,-0.00439,-0.00688,-0.00900,-0.01176,-0.01178,-0.00928,-0.00924,-0.00365,-0.00112,-0.00331,-0.00196,-0.00245,-0.00133,-0.00039,-0.00001,-0.00022,-0.00003,-0.00106,-0.00236
  38.500, 0.00015, 0.00001, 0.00002, 0.00010, 0.00003, 0.00005, 0.00018, 0.00045, 0.00010,-0.00048, 0.00004,-0.00002, 0.00002,-0.00177,-0.00008,-0.00262,-0.00500,-0.00608,-0.00676,-0.00700,-0.00971,-0.00937,-0.01006,-0.00892,-0.00901,-0.00792,-0.00574,-0.00497,-0.00387,-0.00301,-0.00192,-0.00183,-0.00087,-0.00070,-0.00022,-0.00194,-0.00349
  38.250, 0.00016,-0.00016,-0.00023,-0.00002,-0.00008,-0.00089,-0.00097,-0.00115,-0.00200,-0.00104,-0.00163,-0.00172,-0.00100,-0.00126,-0.00200,-0.00394,-0.00591,-0.00800,-0.00349,-0.00568,-0.00637,-0.00872,-0.00894,-0.00800,-0.00801,-0.00716,-0.00600,-0.00491,-0.00429,-0.00378,-0.00244,-0.00314,-0.00266,-0.00204,-0.00235,-0.00409,-0.00505
  38.000, 0.00014,-0.00043,-0.00071,-0.00100,-0.00100,-0.00192,-0.00200,-0.00200,-0.00204,-0.00278,-0.00358,-0.00204,-0.00297,-0.00291,-0.00425,-0.00520,-0.00635,-0.00853,-0.00962,-0.00782,-0.00642,-0.00661,-0.00600,-0.00607,-0.00716,-0.00775,-0.00616,-0.00500,-0.00495,-0.00493,-0.00395,-0.00420,-0.00409,-0.00451,-0.00621,-0.00658,-0.00613
