Lat/Long,-125.000,-124.750,-124.500,-124.250,-124.000,-123.750,-123.500,-123.250,-123.000,-122.750,-122.500,-122.250,-122.000,-121.750,-121.500,-121.250,-121.000,-120.750,-120.500,-120.250,-120.000,-119.750,-119.500,-119.250,-119.000,-118.750,-118.500,-118.250,-118.000,-117.750,-117.500,-117.250,-117.000,-116.750,-116.500,-116.250,-116.000,-115.750,-115.500,-115.250,-115.000,-114.750,-114.500,-114.250,-114.000
  43.000, 0.00260, 0.00363, 0.00487, 0.00619, 0.00723, 0.00754, 0.00726, 0.00669, 0.00615, 0.00550, 0.00431, 0.00252, 0.00059,-0.00106,-0.00223,-0.00298,-0.00338,-0.00352,-0.00354,-0.00376,-0.00431,-0.00521,-0.00636,-0.00766,-0.00906,-0.01050,-0.01185,-0.01299,-0.01369,-0.01375,-0.01300,-0.01140,-0.00933,-0.00716,-0.00525,-0.00373,-0.00258,-0.00174,-0.00113,-0.00069,-0.00036,-0.00009, 0.00013, 0.00033, 0.00053
  42.750, 0.00597, 0.00621, 0.00692, 0.00806, 0.00910, 0.00894, 0.00817, 0.00722, 0.00689, 0.00670, 0.00552, 0.00319, 0.00070,-0.00122,-0.00242,-0.00313,-0.00347,-0.00342,-0.00304,-0.00295,-0.00332,-0.00416,-0.00522,-0.00645,-0.00778,-0.00924,-0.01070,-0.01203,-0.01297,-0.01324,-0.01256,-0.01064,-0.00826,-0.00583,-0.00391,-0.00255,-0.00161,-0.00100,-0.00061,-0.00035,-0.00015, 0.00000, 0.00013, 0.00024, 0.00036
  42.500, 0.00930, 0.00853, 0.00849, 0.00945, 0.01090, 0.00991, 0.00855, 0.00708, 0.00748, 0.00834, 0.00727, 0.00394, 0.00066,-0.00143,-0.00243,-0.00316,-0.00364,-0.00360,-0.00262,-0.00217,-0.00235,-0.00319,-0.00410,-0.00518,-0.00635,-0.00777,-0.00928,-0.01080,-0.01202,-0.01254,-0.01213,-0.00967,-0.00709,-0.00437,-0.00254,-0.00147,-0.00077,-0.00040,-0.00022,-0.00011,-0.00002, 0.00004, 0.00009, 0.00013, 0.00018
  42.250, 0.01281, 0.01074, 0.00950, 0.00988, 0.01248, 0.00977, 0.00795, 0.00587, 0.00836, 0.01074, 0.00975, 0.00456, 0.00038,-0.00148,-0.00163,-0.00270,-0.00389,-0.00442,-0.00239,-0.00165,-0.00149,-0.00242,-0.00300,-0.00384,-0.00469,-0.00605,-0.00749,-0.00915,-0.01058,-0.01115,-0.01137,-0.00806,-0.00591,-0.00294,-0.00139,-0.00075,-0.00022,-0.00005,-0.00002,-0.00000, 0.00002, 0.00003, 0.00002, 0.00000,-0.00001
  42.000, 0.01689, 0.01340, 0.01050, 0.00897, 0.01193, 0.00771, 0.00454, 0.00370, 0.01281, 0.01313, 0.01227, 0.00446,-0.00005,-0.00100, 0.00184,-0.00127,-0.00423,-0.00647,-0.00283,-0.00203,-0.00100,-0.00189,-0.00180,-0.00240,-0.00281,-0.00416,-0.00524,-0.00701,-0.00856,-0.00833,-0.00832,-0.00530,-0.00500,-0.00265,-0.00100,-0.00071,-0.00019,-0.00000, 0.00000, 0.00000, 0.00000,-0.00004,-0.00010,-0.00016,-0.00021
  41.750, 0.02200, 0.01747, 0.01395, 0.01343, 0.01837, 0.01240, 0.00747, 0.00479, 0.01214, 0.01237, 0.00834, 0.00426,-0.00153,-0.00134, 0.00048,-0.00527,-0.00573,-0.00786,-0.00745,-0.00420,-0.00237,-0.00149,-0.00067,-0.00021,-0.00130,-0.00227,-0.00260,-0.00455,-0.00624,-0.00695,-0.00750,-0.00703,-0.00539,-0.00321,-0.00158,-0.00088,-0.00037,-0.00013,-0.00007,-0.00007,-0.00010,-0.00017,-0.00025,-0.00034,-0.00043
  41.500, 0.02803, 0.02221, 0.01630, 0.01114, 0.00845, 0.01370, 0.00973, 0.00577, 0.00751, 0.00885, 0.00498, 0.00244,-0.00117,-0.00300,-0.00745,-0.00963,-0.00901,-0.01233,-0.01300,-0.00793,-0.00610,-0.00448,-0.00315,-0.00249,-0.00210,-0.00191,-0.00201,-0.00321,-0.00460,-0.00562,-0.00631,-0.00624,-0.00505,-0.00340,-0.00201,-0.00116,-0.00062,-0.00033,-0.00022,-0.00021,-0.00025,-0.00033,-0.00044,-0.00055,-0.00067
  41.250, 0.03520, 0.02877, 0.02129, 0.01287, 0.00540, 0.00847, 0.01057, 0.00810, 0.00860, 0.00904, 0.00636, 0.00129,-0.00263,-0.00391,-0.01239,-0.01312,-0.01135,-0.01070,-0.01202,-0.00874,-0.00692,-0.00594,-0.00511,-0.00504,-0.00308,-0.00191,-0.00166,-0.00231,-0.00334,-0.00428,-0.00491,-0.00495,-0.00424,-0.00314,-0.00209,-0.00132,-0.00081,-0.00052,-0.00040,-0.00038,-0.00043,-0.00053,-0.00065,-0.00078,-0.00091
  41.000, 0.04321, 0.03746, 0.03063, 0.02272, 0.01586, 0.01295, 0.01044, 0.00783, 0.00630, 0.01022, 0.00803, 0.00074,-0.00227,-0.00593,-0.00939,-0.01159,-0.00667,-0.00796,-0.01238,-0.00836,-0.00572,-0.00434,-0.00362,-0.00253,-0.00150,-0.00086,-0.00084,-0.00139,-0.00220,-0.00297,-0.00351,-0.00363,-0.00326,-0.00258,-0.00187,-0.00129,-0.00089,-0.00066,-0.00056,-0.00056,-0.00063,-0.00074,-0.00087,-0.00102,-0.00117
