Lat/Long, -94.000, -93.750, -93.500, -93.250, -93.000, -92.750, -92.500, -92.250, -92.000, -91.750, -91.500, -91.250, -91.000, -90.750, -90.500, -90.250, -90.000, -89.750, -89.500, -89.250, -89.000, -88.750, -88.500, -88.250, -88.000, -87.750, -87.500, -87.250, -87.000, -86.750, -86.500, -86.250, -86.000
  48.000,-0.00781,-0.01049,-0.01293,-0.01499,-0.01643,-0.01701,-0.01645,-0.01470,-0.01202,-0.00885,-0.00557,-0.00252, 0.00014, 0.00223, 0.00372, 0.00455, 0.00476, 0.00452, 0.00403, 0.00349, 0.00302, 0.00264, 0.00232, 0.00204, 0.00177, 0.00151, 0.00126, 0.00100, 0.00074, 0.00048, 0.00020,-0.00008,-0.00036
  47.750,-0.00744,-0.00990,-0.01220,-0.01419,-0.01566,-0.01629,-0.01564,-0.01346,-0.01030,-0.00676,-0.00328,-0.00026, 0.00231, 0.00417, 0.00538, 0.00585, 0.00559, 0.00482, 0.00390, 0.00309, 0.00252, 0.00213, 0.00185, 0.00162, 0.00140, 0.00119, 0.00098, 0.00076, 0.00054, 0.00031, 0.00007,-0.00018,-0.00043
  47.500,-0.00698,-0.00914,-0.01118,-0.01300,-0.01446,-0.01520,-0.01457,-0.01178,-0.00808,-0.00429,-0.00072, 0.00204, 0.00451, 0.00595, 0.00695, 0.00708, 0.00629, 0.00491, 0.00349, 0.00246, 0.00187, 0.00156, 0.00138, 0.00122, 0.00106, 0.00089, 0.00072, 0.00054, 0.00035, 0.00015,-0.00006,-0.00028,-0.00050
  47.250,-0.00641,-0.00814,-0.00974,-0.01118,-0.01239,-0.01323,-0.01287,-0.00902,-0.00487,-0.00131, 0.00200, 0.00412, 0.00662, 0.00722, 0.00821, 0.00812, 0.00678, 0.00467, 0.00268, 0.00157, 0.00111, 0.00101, 0.00096, 0.00088, 0.00076, 0.00063, 0.00049, 0.00035, 0.00019, 0.00002,-0.00017,-0.00036,-0.00056
  47.000,-0.00575,-0.00694,-0.00791,-0.00859,-0.00901,-0.00934,-0.00950,-0.00398, 0.00012, 0.00229, 0.00381, 0.00589, 0.00845, 0.00728, 0.00881, 0.00879, 0.00690, 0.00397, 0.00141, 0.00052, 0.00038, 0.00060, 0.00068, 0.00062, 0.00051, 0.00040, 0.00030, 0.00018, 0.00006,-0.00009,-0.00025,-0.00042,-0.00059
  46.750,-0.00510,-0.00572,-0.00597,-0.00566,-0.00454,-0.00239, 0.00043, 0.00449, 0.00784, 0.00621, 0.00589, 0.00539, 0.00705, 0.00623, 0.00767, 0.00876, 0.00631, 0.00272,-0.00014,-0.00024,-0.00009, 0.00056, 0.00061, 0.00045, 0.00029, 0.00020, 0.00014, 0.00007,-0.00004,-0.00017,-0.00031,-0.00045,-0.00060
  46.500,-0.00456,-0.00473,-0.00448,-0.00361,-0.00196, 0.00035, 0.00119, 0.00609, 0.00620, 0.00607, 0.00591, 0.00587, 0.00594, 0.00536, 0.00647, 0.00855, 0.00392, 0.00051, 0.00003, 0.00028,-0.00012, 0.00109, 0.00063, 0.00021, 0.00004, 0.00003, 0.00006, 0.00000,-0.00010,-0.00021,-0.00033,-0.00045,-0.00056
  46.250,-0.00417,-0.00405,-0.00354,-0.00253,-0.00104, 0.00078, 0.00195, 0.00500, 0.00537, 0.00585, 0.00510, 0.00515, 0.00515, 0.00581, 0.00595, 0.00622, 0.00498, 0.00363, 0.00181, 0.00112,-0.00010, 0.00216, 0.00014,-0.00043,-0.00032, 0.00004, 0.00008,-0.00001,-0.00012,-0.00022,-0.00032,-0.00040,-0.00047
  46.000,-0.00390,-0.00358,-0.00289,-0.00165, 0.00034, 0.00295, 0.00691, 0.00695, 0.00713, 0.00599, 0.00588, 0.00496, 0.00494, 0.00512, 0.00498, 0.00479, 0.00430, 0.00411, 0.00389, 0.00432, 0.00395, 0.00188,-0.00231,-0.00178,-0.00088, 0.00009, 0.00010,-0.00004,-0.00014,-0.00020,-0.00026,-0.00030,-0.00032
